year,month,site_code,indicateur,sous_indicateur,unite,value,value_crise
2014,10,CFX,Nombre de lits,Lits,lits,43.0,38.0
2014,11,CFX,Nombre de lits,Lits,lits,43.0,33.0
2014,12,CFX,Nombre de lits,Lits,lits,38.0,53.0
2015,1,CFX,Nombre de lits,Lits,lits,47.0,38.0
2015,2,CFX,Nombre de lits,Lits,lits,38.0,43.0
2015,3,CFX,Nombre de lits,Lits,lits,33.0,62.0
2015,4,CFX,Nombre de lits,Lits,lits,33.0,52.0
2015,5,CFX,Nombre de lits,Lits,lits,33.0,38.0
2015,6,CFX,Nombre de lits,Lits,lits,33.0,9.0
2015,7,CFX,Nombre de lits,Lits,lits,43.0,24.0
2015,8,CFX,Nombre de lits,Lits,lits,52.0,57.0
2015,9,CFX,Nombre de lits,Lits,lits,38.0,28.0
2015,10,CFX,Nombre de lits,Lits,lits,43.0,38.0
2015,11,CFX,Nombre de lits,Lits,lits,43.0,33.0
2015,12,CFX,Nombre de lits,Lits,lits,38.0,52.0
2016,1,CFX,Nombre de lits,Lits,lits,47.0,38.0
2016,2,CFX,Nombre de lits,Lits,lits,38.0,43.0
2016,3,CFX,Nombre de lits,Lits,lits,33.0,62.0
2016,4,CFX,Nombre de lits,Lits,lits,33.0,52.0
2016,5,CFX,Nombre de lits,Lits,lits,33.0,38.0
2016,6,CFX,Nombre de lits,Lits,lits,33.0,9.0
2016,7,CFX,Nombre de lits,Lits,lits,43.0,24.0
2016,8,CFX,Nombre de lits,Lits,lits,52.0,57.0
2016,9,CFX,Nombre de lits,Lits,lits,38.0,28.0
2016,10,CFX,Nombre de lits,Lits,lits,43.0,38.0
2016,11,CFX,Nombre de lits,Lits,lits,43.0,33.0
2016,12,CFX,Nombre de lits,Lits,lits,38.0,52.0
2017,1,CFX,Nombre de lits,Lits,lits,47.02,37.72
2017,2,CFX,Nombre de lits,Lits,lits,37.79,42.5
2017,3,CFX,Nombre de lits,Lits,lits,32.79,61.69
2017,4,CFX,Nombre de lits,Lits,lits,32.79,51.88
2017,5,CFX,Nombre de lits,Lits,lits,32.79,37.69
2017,6,CFX,Nombre de lits,Lits,lits,32.79,8.88
2017,7,CFX,Nombre de lits,Lits,lits,42.56,23.33
2017,8,CFX,Nombre de lits,Lits,lits,52.02,56.69
2017,9,CFX,Nombre de lits,Lits,lits,37.79,27.88
2017,10,CFX,Nombre de lits,Lits,lits,42.56,37.69
2017,11,CFX,Nombre de lits,Lits,lits,42.55,32.69
2017,12,CFX,Nombre de lits,Lits,lits,37.79,51.88
2011,1,CFX,Nombre de lits,Lits de jour,lits,13.0,11.0
2011,2,CFX,Nombre de lits,Lits de jour,lits,11.0,12.0
2011,3,CFX,Nombre de lits,Lits de jour,lits,9.0,17.0
2011,4,CFX,Nombre de lits,Lits de jour,lits,9.0,14.0
2011,5,CFX,Nombre de lits,Lits de jour,lits,9.0,11.0
2011,6,CFX,Nombre de lits,Lits de jour,lits,9.0,3.0
2011,7,CFX,Nombre de lits,Lits de jour,lits,12.0,7.0
2011,8,CFX,Nombre de lits,Lits de jour,lits,14.0,16.0
2011,9,CFX,Nombre de lits,Lits de jour,lits,11.0,8.0
2011,10,CFX,Nombre de lits,Lits de jour,lits,12.0,11.0
2011,11,CFX,Nombre de lits,Lits de jour,lits,12.0,9.0
2011,12,CFX,Nombre de lits,Lits de jour,lits,11.0,14.0
2012,1,CFX,Nombre de lits,Lits de jour,lits,13.0,11.0
2012,2,CFX,Nombre de lits,Lits de jour,lits,11.0,12.0
2012,3,CFX,Nombre de lits,Lits de jour,lits,9.0,17.0
2012,4,CFX,Nombre de lits,Lits de jour,lits,9.0,14.0
2012,5,CFX,Nombre de lits,Lits de jour,lits,9.0,11.0
2012,6,CFX,Nombre de lits,Lits de jour,lits,9.0,3.0
2012,7,CFX,Nombre de lits,Lits de jour,lits,12.0,7.0
2012,8,CFX,Nombre de lits,Lits de jour,lits,14.0,16.0
2012,9,CFX,Nombre de lits,Lits de jour,lits,11.0,8.0
2012,10,CFX,Nombre de lits,Lits de jour,lits,12.0,11.0
2012,11,CFX,Nombre de lits,Lits de jour,lits,12.0,9.0
2012,12,CFX,Nombre de lits,Lits de jour,lits,11.0,14.0
2013,1,CFX,Nombre de lits,Lits de jour,lits,13.0,11.0
2013,2,CFX,Nombre de lits,Lits de jour,lits,11.0,12.0
2013,3,CFX,Nombre de lits,Lits de jour,lits,9.0,17.0
2013,4,CFX,Nombre de lits,Lits de jour,lits,9.0,14.0
2013,5,CFX,Nombre de lits,Lits de jour,lits,9.0,11.0
2013,6,CFX,Nombre de lits,Lits de jour,lits,9.0,3.0
2013,7,CFX,Nombre de lits,Lits de jour,lits,12.0,7.0
2013,8,CFX,Nombre de lits,Lits de jour,lits,14.0,16.0
2013,9,CFX,Nombre de lits,Lits de jour,lits,11.0,8.0
2013,10,CFX,Nombre de lits,Lits de jour,lits,12.0,11.0
2013,11,CFX,Nombre de lits,Lits de jour,lits,12.0,9.0
2013,12,CFX,Nombre de lits,Lits de jour,lits,11.0,14.0
2014,1,CFX,Nombre de lits,Lits de jour,lits,13.0,11.0
2014,2,CFX,Nombre de lits,Lits de jour,lits,11.0,12.0
2014,3,CFX,Nombre de lits,Lits de jour,lits,9.0,17.0
2014,4,CFX,Nombre de lits,Lits de jour,lits,9.0,14.0
2014,5,CFX,Nombre de lits,Lits de jour,lits,9.0,11.0
2014,6,CFX,Nombre de lits,Lits de jour,lits,9.0,3.0
2014,7,CFX,Nombre de lits,Lits de jour,lits,12.0,7.0
2014,8,CFX,Nombre de lits,Lits de jour,lits,14.0,16.0
2014,9,CFX,Nombre de lits,Lits de jour,lits,11.0,8.0
2014,10,CFX,Nombre de lits,Lits de jour,lits,12.0,11.0
2014,11,CFX,Nombre de lits,Lits de jour,lits,12.0,9.0
2014,12,CFX,Nombre de lits,Lits de jour,lits,11.0,14.0
2015,1,CFX,Nombre de lits,Lits de jour,lits,13.0,11.0
2015,2,CFX,Nombre de lits,Lits de jour,lits,11.0,12.0
2015,3,CFX,Nombre de lits,Lits de jour,lits,9.0,17.0
2015,4,CFX,Nombre de lits,Lits de jour,lits,9.0,14.0
2015,5,CFX,Nombre de lits,Lits de jour,lits,9.0,11.0
2015,6,CFX,Nombre de lits,Lits de jour,lits,9.0,3.0
2015,7,CFX,Nombre de lits,Lits de jour,lits,12.0,7.0
2015,8,CFX,Nombre de lits,Lits de jour,lits,14.0,16.0
2015,9,CFX,Nombre de lits,Lits de jour,lits,11.0,8.0
2015,10,CFX,Nombre de lits,Lits de jour,lits,12.0,11.0
2015,11,CFX,Nombre de lits,Lits de jour,lits,12.0,9.0
2015,12,CFX,Nombre de lits,Lits de jour,lits,11.0,14.0
2016,1,CFX,Nombre de lits,Lits de jour,lits,13.0,11.0
2016,2,CFX,Nombre de lits,Lits de jour,lits,11.0,12.0
2016,3,CFX,Nombre de lits,Lits de jour,lits,9.0,17.0
2016,4,CFX,Nombre de lits,Lits de jour,lits,9.0,14.0
2016,5,CFX,Nombre de lits,Lits de jour,lits,9.0,11.0
2016,6,CFX,Nombre de lits,Lits de jour,lits,9.0,3.0
2016,7,CFX,Nombre de lits,Lits de jour,lits,12.0,7.0
2016,8,CFX,Nombre de lits,Lits de jour,lits,14.0,16.0
2016,9,CFX,Nombre de lits,Lits de jour,lits,11.0,8.0
2016,10,CFX,Nombre de lits,Lits de jour,lits,12.0,11.0
2016,11,CFX,Nombre de lits,Lits de jour,lits,12.0,9.0
2016,12,CFX,Nombre de lits,Lits de jour,lits,11.0,14.0
2017,1,CFX,Nombre de lits,Lits de jour,lits,13.0,11.0
2017,2,CFX,Nombre de lits,Lits de jour,lits,11.0,12.0
2017,3,CFX,Nombre de lits,Lits de jour,lits,9.0,17.0
2017,4,CFX,Nombre de lits,Lits de jour,lits,9.0,14.0
2017,5,CFX,Nombre de lits,Lits de jour,lits,9.0,11.0
2017,6,CFX,Nombre de lits,Lits de jour,lits,9.0,3.0
2017,7,CFX,Nombre de lits,Lits de jour,lits,12.0,7.0
2017,8,CFX,Nombre de lits,Lits de jour,lits,14.0,16.0
2017,9,CFX,Nombre de lits,Lits de jour,lits,11.0,8.0
2017,10,CFX,Nombre de lits,Lits de jour,lits,12.0,11.0
2017,11,CFX,Nombre de lits,Lits de jour,lits,12.0,9.0
2017,12,CFX,Nombre de lits,Lits de jour,lits,11.0,14.0
2011,1,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,4.0
2011,2,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2011,3,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,6.0
2011,4,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,5.0
2011,5,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,4.0
2011,6,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,1.0
2011,7,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,2.0
2011,8,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,6.0
2011,9,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2011,10,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2011,11,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2011,12,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,5.0
2012,1,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,4.0
2012,2,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2012,3,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,6.0
2012,4,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,5.0
2012,5,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,4.0
2012,6,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,1.0
2012,7,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,2.0
2012,8,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,6.0
2012,9,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2012,10,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2012,11,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2012,12,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,5.0
2013,1,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,4.0
2013,2,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2013,3,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,6.0
2013,4,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,5.0
2013,5,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,4.0
2013,6,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,1.0
2013,7,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,2.0
2013,8,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,6.0
2013,9,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2013,10,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2013,11,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2013,12,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,5.0
2014,1,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,4.0
2014,2,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2014,3,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,6.0
2014,4,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,5.0
2014,5,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,4.0
2014,6,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,1.0
2014,7,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,2.0
2014,8,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,6.0
2014,9,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2014,10,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2014,11,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2014,12,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,5.0
2015,1,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,4.0
2015,2,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2015,3,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,6.0
2015,4,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,5.0
2015,5,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,4.0
2015,6,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,1.0
2015,7,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,2.0
2015,8,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,6.0
2015,9,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2015,10,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2015,11,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2015,12,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,5.0
2016,1,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,4.0
2016,2,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2016,3,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,6.0
2016,4,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,5.0
2016,5,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,4.0
2016,6,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,1.0
2016,7,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,2.0
2016,8,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,6.0
2016,9,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2016,10,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2016,11,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2016,12,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,5.0
2017,1,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,4.0
2017,2,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2017,3,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,6.0
2017,4,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,5.0
2017,5,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,4.0
2017,6,CFX,Nombre de lits,Lits de soins intensifs,lits,3.0,1.0
2017,7,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,2.0
2017,8,CFX,Nombre de lits,Lits de soins intensifs,lits,5.0,6.0
2017,9,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2017,10,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,4.0
2017,11,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,3.0
2017,12,CFX,Nombre de lits,Lits de soins intensifs,lits,4.0,5.0
2011,1,CFX,Nombre de lits,Lits installés (toutes disciplines),lits,111.0,89.0
2011,2,CFX,Nombre de lits,Lits installés (toutes disciplines),lits,89.0,100.0
2011,3,CFX,Nombre de lits,Lits installés (toutes disciplines),lits,78.0,145.0
2011,4,CFX,Nombre de lits,Lits installés (toutes disciplines),lits,78.0,123.0
2011,5,CFX,Nombre de lits,Lits installés (toutes disciplines),lits,78.0,89.0
2011,6,CFX,Nombre de lits,Lits installés (toutes disciplines),lits,78.0,22.0
2011,7,CFX,Nombre de lits,Lits installés (toutes disciplines),lits,100.0,56.0
