ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF_NORMAL,CFX_NORMAL,TOTAL_NORMAL,UNITE,MODE,PLF_CRISE,CFX_CRISE,TOTAL_CRISE,ECART_TOTAL,VARIATION_PCT
2013,Origine géographique,Province - MCO,5.88,5.88,11.77,%,Normal,10.58,10.58,21.16,9.39,79.78
2011,Origine géographique,Province - SSR,1.72,1.72,3.43,%,Normal,3.1,3.1,6.2,2.77,80.76
2012,Origine géographique,Province - SSR,1.72,1.72,3.43,%,Normal,3.1,3.1,6.2,2.77,80.76
2013,Origine géographique,Province - SSR,1.72,1.72,3.43,%,Normal,3.1,3.1,6.2,2.77,80.76
2011,Origine géographique,Val-de-Marne - MCO,7.14,7.14,14.28,%,Normal,12.85,12.85,25.7,11.42,79.97
2012,Origine géographique,Val-de-Marne - MCO,7.14,7.14,14.28,%,Normal,12.85,12.85,25.7,11.42,79.97
2013,Origine géographique,Val-de-Marne - MCO,7.14,7.14,14.28,%,Normal,12.85,12.85,25.7,11.42,79.97
2011,Origine géographique,Val-de-Marne - SSR,15.29,15.29,30.58,%,Normal,27.52,27.52,55.04,24.46,79.99
2012,Origine géographique,Val-de-Marne - SSR,15.29,15.29,30.58,%,Normal,27.52,27.52,55.04,24.46,79.99
2013,Origine géographique,Val-de-Marne - SSR,15.29,15.29,30.58,%,Normal,27.52,27.52,55.04,24.46,79.99
2011,Origine géographique,Étranger  - MCO,0.18,0.18,0.36,%,Normal,0.32,0.32,0.64,0.28,77.78
2012,Origine géographique,Étranger  - MCO,0.18,0.18,0.36,%,Normal,0.32,0.32,0.64,0.28,77.78
2013,Origine géographique,Étranger  - MCO,0.29,0.29,0.57,%,Normal,0.52,0.52,1.04,0.47,82.46
2014,Origine géographique,Étranger  - MCO,0.39,0.39,0.79,%,Normal,0.7,0.7,1.4,0.61,77.22
2015,Origine géographique,Étranger  - MCO,0.5,0.5,1.0,%,Normal,0.9,0.9,1.8,0.8,80.0
2016,Origine géographique,Étranger  - MCO,0.5,0.5,1.0,%,Normal,0.9,0.9,1.8,0.8,80.0
2011,Origine géographique,Étranger - SSR,0.08,0.08,0.17,%,Normal,0.14,0.14,0.28,0.11,64.71
2012,Origine géographique,Étranger - SSR,0.08,0.08,0.17,%,Normal,0.14,0.14,0.28,0.11,64.71
2013,Origine géographique,Étranger - SSR,0.22,0.22,0.45,%,Normal,0.4,0.4,0.8,0.35,77.78
2014,Origine géographique,Étranger - SSR,0.36,0.36,0.72,%,Normal,0.65,0.65,1.3,0.58,80.56
2015,Origine géographique,Étranger - SSR,0.5,0.5,1.0,%,Normal,0.9,0.9,1.8,0.8,80.0
2016,Origine géographique,Étranger - SSR,0.5,0.5,1.0,%,Normal,0.9,0.9,1.8,0.8,80.0
2011,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.7,3.7,7.41,%,Normal,6.66,6.66,13.32,5.91,79.76
2012,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.7,3.7,7.41,%,Normal,6.66,6.66,13.32,5.91,79.76
2013,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.64,3.64,7.27,%,Normal,6.55,6.55,13.1,5.83,80.19
2014,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.57,3.57,7.14,%,Normal,6.43,6.43,12.86,5.72,80.11
2015,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.5,3.5,7.0,%,Normal,6.3,6.3,12.6,5.6,80.0
2016,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.5,3.5,7.0,%,Normal,6.3,6.3,12.6,5.6,80.0
2011,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%,Normal,13.5,13.5,27.0,12.0,80.0
2012,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%,Normal,13.5,13.5,27.0,12.0,80.0
2013,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%,Normal,13.5,13.5,27.0,12.0,80.0
2014,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%,Normal,13.5,13.5,27.0,12.0,80.0
2015,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%,Normal,13.5,13.5,27.0,12.0,80.0
2016,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%,Normal,13.5,13.5,27.0,12.0,80.0
2011,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2012,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2013,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2014,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2015,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2016,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2011,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,3.14,3.14,6.28,%,Normal,5.65,5.65,11.3,5.02,79.94
2012,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,3.14,3.14,6.28,%,Normal,5.65,5.65,11.3,5.02,79.94
2013,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,2.76,2.76,5.52,%,Normal,4.97,4.97,9.94,4.42,80.07
2014,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,2.38,2.38,4.76,%,Normal,4.28,4.28,8.56,3.8,79.83
2015,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,2.0,2.0,4.0,%,Normal,3.6,3.6,7.2,3.2,80.0
2016,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,2.0,2.0,4.0,%,Normal,3.6,3.6,7.2,3.2,80.0
2011,Origine géographique,Île-de-France - MCO,43.42,43.42,86.84,%,Normal,78.16,78.16,156.32,69.48,80.01
2012,Origine géographique,Île-de-France - MCO,43.42,43.42,86.84,%,Normal,78.16,78.16,156.32,69.48,80.01
2013,Origine géographique,Île-de-France - MCO,43.42,43.42,86.84,%,Normal,78.16,78.16,156.32,69.48,80.01
2011,Origine géographique,Île-de-France - Paris - MCO,17.66,17.66,35.32,%,Normal,31.79,31.79,63.58,28.26,80.01
2012,Origine géographique,Île-de-France - Paris - MCO,17.66,17.66,35.32,%,Normal,31.79,31.79,63.58,28.26,80.01
2013,Origine géographique,Île-de-France - Paris - MCO,17.61,17.61,35.21,%,Normal,31.7,31.7,63.4,28.19,80.06
2014,Origine géographique,Île-de-France - Paris - MCO,17.55,17.55,35.11,%,Normal,31.59,31.59,63.18,28.07,79.95
2015,Origine géographique,Île-de-France - Paris - MCO,17.5,17.5,35.0,%,Normal,31.5,31.5,63.0,28.0,80.0
2016,Origine géographique,Île-de-France - Paris - MCO,17.5,17.5,35.0,%,Normal,31.5,31.5,63.0,28.0,80.0
2011,Origine géographique,Île-de-France - Paris - SSR,23.57,23.57,47.14,%,Normal,42.43,42.43,84.86,37.72,80.02
2012,Origine géographique,Île-de-France - Paris - SSR,23.57,23.57,47.14,%,Normal,42.43,42.43,84.86,37.72,80.02
2013,Origine géographique,Île-de-France - Paris - SSR,23.88,23.88,47.76,%,Normal,42.98,42.98,85.96,38.2,79.98
2014,Origine géographique,Île-de-France - Paris - SSR,24.19,24.19,48.38,%,Normal,43.54,43.54,87.08,38.7,79.99
2015,Origine géographique,Île-de-France - Paris - SSR,24.5,24.5,49.0,%,Normal,44.1,44.1,88.2,39.2,80.0
2016,Origine géographique,Île-de-France - Paris - SSR,24.5,24.5,49.0,%,Normal,44.1,44.1,88.2,39.2,80.0
2011,Origine géographique,Île-de-France - SSR,48.0,48.0,96.0,%,Normal,86.4,86.4,172.8,76.8,80.0
2012,Origine géographique,Île-de-France - SSR,48.0,48.0,96.0,%,Normal,86.4,86.4,172.8,76.8,80.0
2013,Origine géographique,Île-de-France - SSR,48.0,48.0,96.0,%,Normal,86.4,86.4,172.8,76.8,80.0
2011,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%,Normal,8.1,8.1,16.2,7.2,80.0
2012,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%,Normal,8.1,8.1,16.2,7.2,80.0
2013,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%,Normal,8.1,8.1,16.2,7.2,80.0
2014,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%,Normal,8.1,8.1,16.2,7.2,80.0
2015,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%,Normal,8.1,8.1,16.2,7.2,80.0
2016,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%,Normal,8.1,8.1,16.2,7.2,80.0
2011,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%,Normal,4.5,4.5,9.0,4.0,80.0
2012,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%,Normal,4.5,4.5,9.0,4.0,80.0
2013,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%,Normal,4.5,4.5,9.0,4.0,80.0
2014,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%,Normal,4.5,4.5,9.0,4.0,80.0
2015,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%,Normal,4.5,4.5,9.0,4.0,80.0
2016,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%,Normal,4.5,4.5,9.0,4.0,80.0
2011,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2012,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2013,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2014,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2015,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2016,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%,Normal,5.4,5.4,10.8,4.8,80.0
2011,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%,Normal,1.8,1.8,3.6,1.6,80.0
2012,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%,Normal,1.8,1.8,3.6,1.6,80.0
2013,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%,Normal,1.8,1.8,3.6,1.6,80.0
2014,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%,Normal,1.8,1.8,3.6,1.6,80.0
2015,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%,Normal,1.8,1.8,3.6,1.6,80.0
2016,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%,Normal,1.8,1.8,3.6,1.6,80.0
2011,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%,Normal,12.6,12.6,25.2,11.2,80.0
2012,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%,Normal,12.6,12.6,25.2,11.2,80.0
2013,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%,Normal,12.6,12.6,25.2,11.2,80.0
2014,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%,Normal,12.6,12.6,25.2,11.2,80.0
2015,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%,Normal,12.6,12.6,25.2,11.2,80.0
2016,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%,Normal,12.6,12.6,25.2,11.2,80.0
2011,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%,Normal,27.9,27.9,55.8,24.8,80.0
2012,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%,Normal,27.9,27.9,55.8,24.8,80.0
2013,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%,Normal,27.9,27.9,55.8,24.8,80.0
2014,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%,Normal,27.9,27.9,55.8,24.8,80.0
2015,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%,Normal,27.9,27.9,55.8,24.8,80.0
2016,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%,Normal,27.9,27.9,55.8,24.8,80.0
2011,Profil patients,Femmes - MCO,52.7,65.4,118.1,%,Normal,94.86,117.72,212.58,94.48,80.0
2012,Profil patients,Femmes - MCO,52.7,65.4,118.1,%,Normal,94.86,117.72,212.58,94.48,80.0
2013,Profil patients,Femmes - MCO,51.47,63.93,115.4,%,Normal,92.65,115.07,207.72,92.32,80.0
2014,Profil patients,Femmes - MCO,50.23,62.47,112.7,%,Normal,90.41,112.45,202.86,90.16,80.0
2015,Profil patients,Femmes - MCO,49.0,61.0,110.0,%,Normal,88.2,109.8,198.0,88.0,80.0
2016,Profil patients,Femmes - MCO,49.0,61.0,110.0,%,Normal,88.2,109.8,198.0,88.0,80.0
2011,Profil patients,Hommes - MCO,47.3,34.6,81.9,%,Normal,85.14,62.28,147.42,65.52,80.0
2012,Profil patients,Hommes - MCO,47.3,34.6,81.9,%,Normal,85.14,62.28,147.42,65.52,80.0
2013,Profil patients,Hommes - MCO,48.53,36.07,84.6,%,Normal,87.35,64.93,152.28,67.68,80.0
2014,Profil patients,Hommes - MCO,49.77,37.53,87.3,%,Normal,89.59,67.55,157.14,69.84,80.0
2015,Profil patients,Hommes - MCO,51.0,39.0,90.0,%,Normal,91.8,70.2,162.0,72.0,80.0
2016,Profil patients,Hommes - MCO,51.0,39.0,90.0,%,Normal,91.8,70.2,162.0,72.0,80.0
2011,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans,Normal,99.0,153.0,252.0,112.0,80.0
2012,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans,Normal,99.0,153.0,252.0,112.0,80.0
2013,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans,Normal,99.0,153.0,252.0,112.0,80.0
2014,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans,Normal,99.0,153.0,252.0,112.0,80.0
2015,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans,Normal,99.0,153.0,252.0,112.0,80.0
2016,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans,Normal,99.0,153.0,252.0,112.0,80.0
2011,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans,Normal,100.8,151.2,252.0,112.0,80.0
2012,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans,Normal,100.8,151.2,252.0,112.0,80.0
2013,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans,Normal,100.8,151.2,252.0,112.0,80.0
2014,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans,Normal,100.8,151.2,252.0,112.0,80.0
2015,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans,Normal,100.8,151.2,252.0,112.0,80.0
2016,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans,Normal,100.8,151.2,252.0,112.0,80.0
2011,Profil patients,Âge moyen - MCO,53.8,85.1,138.9,ans,Normal,96.84,153.18,250.02,111.12,80.0
2012,Profil patients,Âge moyen - MCO,53.8,85.1,138.9,ans,Normal,96.84,153.18,250.02,111.12,80.0
2013,Profil patients,Âge moyen - MCO,53.8,85.1,138.9,ans,Normal,96.84,153.18,250.02,111.12,80.0
2011,Urgences,Passages,83002.0,,,patients,Normal,149403.6,,,,
2012,Urgences,Passages,85993.0,,,patients,Normal,154787.4,,,,
2013,Urgences,Passages,85993.0,,,patients,Normal,154787.4,,,,
2011,Urgences,Patients admis,6083.0,,,patients,Normal,10949.4,,,,
2012,Urgences,Patients admis,10063.0,,,patients,Normal,18113.4,,,,
2013,Urgences,Patients admis,10063.0,,,patients,Normal,18113.4,,,,
2011,Urgences,UHCD,10.0,10.0,20.0,patients,Normal,18.0,18.0,36.0,16.0,80.0
2012,Urgences,UHCD,10.0,10.0,20.0,patients,Normal,18.0,18.0,36.0,16.0,80.0
2013,Urgences,UHCD,10.0,10.0,20.0,patients,Normal,18.0,18.0,36.0,16.0,80.0
