ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF,CFX,TOTAL,UNITE
2013,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.64,3.64,7.27,%
2014,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.57,3.57,7.14,%
2015,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.5,3.5,7.0,%
2016,Origine géographique,Île-de-France -  Hauts-de-Seine - MCO,3.5,3.5,7.0,%
2011,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%
2012,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%
2013,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%
2014,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%
2015,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%
2016,Origine géographique,Île-de-France - Autres - MCO,7.5,7.5,15.0,%
2011,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%
2012,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%
2013,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%
2014,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%
2015,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%
2016,Origine géographique,Île-de-France - Autres - SSR,3.0,3.0,6.0,%
2011,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,3.14,3.14,6.28,%
2012,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,3.14,3.14,6.28,%
2013,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,2.76,2.76,5.52,%
2014,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,2.38,2.38,4.76,%
2015,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,2.0,2.0,4.0,%
2016,Origine géographique,Île-de-France - Hauts-de-Seine  - SSR,2.0,2.0,4.0,%
2011,Origine géographique,Île-de-France - MCO,43.42,43.42,86.84,%
2012,Origine géographique,Île-de-France - MCO,43.42,43.42,86.84,%
2013,Origine géographique,Île-de-France - MCO,43.42,43.42,86.84,%
2011,Origine géographique,Île-de-France - Paris - MCO,17.66,17.66,35.32,%
2012,Origine géographique,Île-de-France - Paris - MCO,17.66,17.66,35.32,%
2013,Origine géographique,Île-de-France - Paris - MCO,17.61,17.61,35.21,%
2014,Origine géographique,Île-de-France - Paris - MCO,17.55,17.55,35.11,%
2015,Origine géographique,Île-de-France - Paris - MCO,17.5,17.5,35.0,%
2016,Origine géographique,Île-de-France - Paris - MCO,17.5,17.5,35.0,%
2011,Origine géographique,Île-de-France - Paris - SSR,23.57,23.57,47.14,%
2012,Origine géographique,Île-de-France - Paris - SSR,23.57,23.57,47.14,%
2013,Origine géographique,Île-de-France - Paris - SSR,23.88,23.88,47.76,%
2014,Origine géographique,Île-de-France - Paris - SSR,24.19,24.19,48.38,%
2015,Origine géographique,Île-de-France - Paris - SSR,24.5,24.5,49.0,%
2016,Origine géographique,Île-de-France - Paris - SSR,24.5,24.5,49.0,%
2011,Origine géographique,Île-de-France - SSR,48.0,48.0,96.0,%
2012,Origine géographique,Île-de-France - SSR,48.0,48.0,96.0,%
2013,Origine géographique,Île-de-France - SSR,48.0,48.0,96.0,%
2011,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%
2012,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%
2013,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%
2014,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%
2015,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%
2016,Origine géographique,Île-de-France - Seine-Saint-Denis - MCO,4.5,4.5,9.0,%
2011,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%
2012,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%
2013,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%
2014,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%
2015,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%
2016,Origine géographique,Île-de-France - Seine-Saint-Denis - SSR,2.5,2.5,5.0,%
2011,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%
2012,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%
2013,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%
2014,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%
2015,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%
2016,Origine géographique,Île-de-France - Seine-et-Marne - MCO,3.0,3.0,6.0,%
2011,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%
2012,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%
2013,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%
2014,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%
2015,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%
2016,Origine géographique,Île-de-France - Seine-et-Marne - SSR,1.0,1.0,2.0,%
2011,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%
2012,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%
2013,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%
2014,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%
2015,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%
2016,Origine géographique,Île-de-France - Val-de-Marne - MCO,7.0,7.0,14.0,%
2011,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%
2012,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%
2013,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%
2014,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%
2015,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%
2016,Origine géographique,Île-de-France - Val-de-Marne - SSR,15.5,15.5,31.0,%
2011,Profil patients,Femmes - MCO,52.7,65.4,118.1,%
2012,Profil patients,Femmes - MCO,52.7,65.4,118.1,%
2013,Profil patients,Femmes - MCO,51.47,63.93,115.4,%
2014,Profil patients,Femmes - MCO,50.23,62.47,112.7,%
2015,Profil patients,Femmes - MCO,49.0,61.0,110.0,%
2016,Profil patients,Femmes - MCO,49.0,61.0,110.0,%
2011,Profil patients,Hommes - MCO,47.3,34.6,81.9,%
2012,Profil patients,Hommes - MCO,47.3,34.6,81.9,%
2013,Profil patients,Hommes - MCO,48.53,36.07,84.6,%
2014,Profil patients,Hommes - MCO,49.77,37.53,87.3,%
2015,Profil patients,Hommes - MCO,51.0,39.0,90.0,%
2016,Profil patients,Hommes - MCO,51.0,39.0,90.0,%
2011,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans
2012,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans
2013,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans
2014,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans
2015,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans
2016,Profil patients,Âge moyen - Femmes - MCO,55.0,85.0,140.0,ans
2011,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans
2012,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans
2013,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans
2014,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans
2015,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans
2016,Profil patients,Âge moyen - Hommes - MCO,56.0,84.0,140.0,ans
2011,Profil patients,Âge moyen - MCO,53.8,85.1,138.9,ans
2012,Profil patients,Âge moyen - MCO,53.8,85.1,138.9,ans
2013,Profil patients,Âge moyen - MCO,53.8,85.1,138.9,ans
2011,Urgences,Passages,83002.0,,,patients
2012,Urgences,Passages,85993.0,,,patients
2013,Urgences,Passages,85993.0,,,patients
2011,Urgences,Patients admis,6083.0,,,patients
2012,Urgences,Patients admis,10063.0,,,patients
2013,Urgences,Patients admis,10063.0,,,patients
2011,Urgences,UHCD,10.0,10.0,20.0,patients
2012,Urgences,UHCD,10.0,10.0,20.0,patients
2013,Urgences,UHCD,10.0,10.0,20.0,patients
