ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF,CFX,TOTAL,UNITE
2011,Organisation de la sortie,Tres bon ,11.25,11.25,22.5,%
2012,Organisation de la sortie,Tres bon ,11.25,11.25,22.5,%
2013,Organisation de la sortie,Tres bon ,11.25,11.25,22.5,%
2011,Organisation de la sortie,Très mauvais,2.08,2.08,4.17,%
2012,Organisation de la sortie,Très mauvais,2.08,2.08,4.17,%
2013,Organisation de la sortie,Très mauvais,2.08,2.08,4.17,%
2011,Qualité des soins,Bon,11.66,11.66,23.33,%
2012,Qualité des soins,Bon,11.66,11.66,23.33,%
2013,Qualité des soins,Bon,11.66,11.66,23.33,%
2011,Qualité des soins,Excellent,21.66,21.66,43.33,%
2012,Qualité des soins,Excellent,21.66,21.66,43.33,%
2013,Qualité des soins,Excellent,21.66,21.66,43.33,%
2011,Qualité des soins,Tres bon ,16.66,16.66,33.33,%
2012,Qualité des soins,Tres bon ,16.66,16.66,33.33,%
2013,Qualité des soins,Tres bon ,16.66,16.66,33.33,%
2011,Qualité des soins – MCO,Compte rendu,30.0,41.0,71.0,%
2012,Qualité des soins – MCO,Compte rendu,30.0,41.0,71.0,%
2013,Qualité des soins – MCO,Compte rendu,33.67,41.0,74.67,%
2014,Qualité des soins – MCO,Compte rendu,37.33,41.0,78.33,%
2015,Qualité des soins – MCO,Compte rendu,41.0,41.0,82.0,%
2016,Qualité des soins – MCO,Compte rendu,41.0,41.0,82.0,%
2011,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%
2012,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%
2013,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%
2014,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%
2015,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%
2016,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%
2011,Qualité des soins – MCO,Dossier d’anesthésie,91.0,82.0,173.0,%
2012,Qualité des soins – MCO,Dossier d’anesthésie,91.0,82.0,173.0,%
2013,Qualité des soins – MCO,Dossier d’anesthésie,91.0,82.0,173.0,%
2011,Qualité des soins – MCO,Dossier médical,67.0,77.0,144.0,%
2012,Qualité des soins – MCO,Dossier médical,67.0,77.0,144.0,%
2013,Qualité des soins – MCO,Dossier médical,70.67,77.33,148.0,%
2014,Qualité des soins – MCO,Dossier médical,74.33,77.67,152.0,%
2015,Qualité des soins – MCO,Dossier médical,78.0,78.0,156.0,%
2016,Qualité des soins – MCO,Dossier médical,78.0,78.0,156.0,%
2011,Qualité des soins – MCO,Dépistage des troubles nutritionnels,84.0,85.0,169.0,%
2012,Qualité des soins – MCO,Dépistage des troubles nutritionnels,84.0,85.0,169.0,%
2013,Qualité des soins – MCO,Dépistage des troubles nutritionnels,84.0,85.0,169.0,%
2011,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%
2012,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%
2013,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%
2014,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%
2015,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%
2016,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%
2011,Qualité des soins – MCO,Infarctus du myocarde,85.0,93.0,178.0,%
2012,Qualité des soins – MCO,Infarctus du myocarde,85.0,93.0,178.0,%
2013,Qualité des soins – MCO,Infarctus du myocarde,85.0,93.0,178.0,%
2011,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%
2012,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%
2013,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%
2014,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%
2015,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%
2016,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%
2011,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),90.0,84.0,174.0,%
2012,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),90.0,84.0,174.0,%
2013,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),90.0,84.0,174.0,%
2011,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%
2012,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%
2013,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%
2014,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%
2015,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%
2016,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%
2011,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%
2012,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%
2013,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%
2014,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%
2015,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%
2016,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%
2011,Qualité des soins – MCO,Évaluation de la douleur,66.0,67.0,133.0,%
2012,Qualité des soins – MCO,Évaluation de la douleur,66.0,67.0,133.0,%
2013,Qualité des soins – MCO,Évaluation de la douleur,66.0,67.0,133.0,%
2011,Qualité des soins – Psychiatrie (PSY),Compte rendu,53.0,43.0,96.0,%
2012,Qualité des soins – Psychiatrie (PSY),Compte rendu,53.0,43.0,96.0,%
2013,Qualité des soins – Psychiatrie (PSY),Compte rendu,58.67,52.0,110.67,%
2014,Qualité des soins – Psychiatrie (PSY),Compte rendu,64.33,61.0,125.33,%
2015,Qualité des soins – Psychiatrie (PSY),Compte rendu,70.0,70.0,140.0,%
2016,Qualité des soins – Psychiatrie (PSY),Compte rendu,70.0,70.0,140.0,%
2011,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%
2012,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%
2013,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%
2014,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%
2015,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%
2016,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%
2011,Qualité des soins – Psychiatrie (PSY),Dossier médical,70.0,71.0,141.0,%
2012,Qualité des soins – Psychiatrie (PSY),Dossier médical,70.0,71.0,141.0,%
2013,Qualité des soins – Psychiatrie (PSY),Dossier médical,72.67,72.0,144.67,%
2014,Qualité des soins – Psychiatrie (PSY),Dossier médical,75.33,73.0,148.33,%
2015,Qualité des soins – Psychiatrie (PSY),Dossier médical,78.0,74.0,152.0,%
2016,Qualité des soins – Psychiatrie (PSY),Dossier médical,78.0,74.0,152.0,%
2011,Qualité des soins – Psychiatrie (PSY),Dépistage des troubles nutritionnels,95.0,84.0,179.0,%
2012,Qualité des soins – Psychiatrie (PSY),Dépistage des troubles nutritionnels,95.0,84.0,179.0,%
2013,Qualité des soins – Psychiatrie (PSY),Dépistage des troubles nutritionnels,95.0,84.0,179.0,%
2011,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%
2012,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%
2013,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%
2014,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%
2015,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%
2016,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%
2011,Qualité des soins – SSR,Compte rendu,70.0,74.0,144.0,%
2012,Qualité des soins – SSR,Compte rendu,70.0,74.0,144.0,%
2013,Qualité des soins – SSR,Compte rendu,71.0,73.67,144.67,%
2014,Qualité des soins – SSR,Compte rendu,72.0,73.33,145.33,%
2015,Qualité des soins – SSR,Compte rendu,73.0,73.0,146.0,%
2016,Qualité des soins – SSR,Compte rendu,73.0,73.0,146.0,%
2011,Qualité des soins – SSR,Dossier médical,75.0,84.0,159.0,%
2012,Qualité des soins – SSR,Dossier médical,75.0,84.0,159.0,%
2013,Qualité des soins – SSR,Dossier médical,75.33,81.33,156.67,%
2014,Qualité des soins – SSR,Dossier médical,75.67,78.67,154.33,%
2015,Qualité des soins – SSR,Dossier médical,76.0,76.0,152.0,%
2016,Qualité des soins – SSR,Dossier médical,76.0,76.0,152.0,%
2011,Qualité des soins – SSR,Dépistage des troubles nutritionnels,64.0,65.0,129.0,%
2012,Qualité des soins – SSR,Dépistage des troubles nutritionnels,64.0,65.0,129.0,%
2013,Qualité des soins – SSR,Dépistage des troubles nutritionnels,64.0,65.0,129.0,%
2011,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%
2012,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%
2013,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%
2014,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%
2015,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%
2016,Qualité des soins – SSR,Evaluation de la douleur,85.0,85.0,170.0,%
2011,Qualité des soins – SSR,Prévention des escarres,64.0,64.0,128.0,%
2012,Qualité des soins – SSR,Prévention des escarres,64.0,64.0,128.0,%
2013,Qualité des soins – SSR,Prévention des escarres,61.67,61.67,123.33,%
2014,Qualité des soins – SSR,Prévention des escarres,59.33,59.33,118.67,%
2015,Qualité des soins – SSR,Prévention des escarres,57.0,57.0,114.0,%
2016,Qualité des soins – SSR,Prévention des escarres,57.0,57.0,114.0,%
2011,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%
2012,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%
2013,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%
2014,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%
2015,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%
2016,Qualité des soins – SSR,Troubles nutritionnels,78.0,78.0,156.0,%
2011,Qualité des soins – SSR,Évaluation de la douleur,58.0,67.0,125.0,%
2012,Qualité des soins – SSR,Évaluation de la douleur,58.0,67.0,125.0,%
2013,Qualité des soins – SSR,Évaluation de la douleur,58.0,67.0,125.0,%
2011,Qualité et varièté de repas,Bon,22.5,22.5,45.0,%
2012,Qualité et varièté de repas,Bon,22.5,22.5,45.0,%
2013,Qualité et varièté de repas,Bon,22.5,22.5,45.0,%
2011,Qualité et varièté de repas,Excellent,2.5,2.5,5.0,%
2012,Qualité et varièté de repas,Excellent,2.5,2.5,5.0,%
2013,Qualité et varièté de repas,Excellent,2.5,2.5,5.0,%
2011,Qualité et varièté de repas,Mauvais,10.65,10.65,21.3,%
2012,Qualité et varièté de repas,Mauvais,10.65,10.65,21.3,%
2013,Qualité et varièté de repas,Mauvais,10.65,10.65,21.3,%
2011,Qualité et varièté de repas,Tres bon ,5.8,5.8,11.6,%
2012,Qualité et varièté de repas,Tres bon ,5.8,5.8,11.6,%
2013,Qualité et varièté de repas,Tres bon ,5.8,5.8,11.6,%
2011,Qualité et varièté de repas,Très mauvais,5.2,5.2,10.4,%
2012,Qualité et varièté de repas,Très mauvais,5.2,5.2,10.4,%
2013,Qualité et varièté de repas,Très mauvais,5.2,5.2,10.4,%
2011,Qualité et varièté de repas,pas de reponse,1.0,1.0,2.0,%
2012,Qualité et varièté de repas,pas de reponse,1.0,1.0,2.0,%
2013,Qualité et varièté de repas,pas de reponse,1.0,1.0,2.0,%
