ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF_NORMAL,CFX_NORMAL,TOTAL_NORMAL,UNITE,MODE,PLF_CRISE,CFX_CRISE,TOTAL_CRISE,ECART_TOTAL,VARIATION_PCT
2011,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,94.0,94.0,188.0,,Normal,159.8,159.8,319.6,131.6,70.0
2012,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,94.0,94.0,188.0,,Normal,159.8,159.8,319.6,131.6,70.0
2013,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,94.0,94.0,188.0,,Normal,159.8,159.8,319.6,131.6,70.0
2014,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,94.0,94.0,188.0,,Normal,159.8,159.8,319.6,131.6,70.0
2015,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,94.0,94.0,188.0,,Normal,159.8,159.8,319.6,131.6,70.0
2016,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Date et heure de survenue de l'AVC,94.0,94.0,188.0,,Normal,159.8,159.8,319.6,131.6,70.0
2011,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,73.0,73.0,146.0,,Normal,124.1,124.1,248.2,102.2,70.0
2012,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,73.0,73.0,146.0,,Normal,124.1,124.1,248.2,102.2,70.0
2013,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,73.0,73.0,146.0,,Normal,124.1,124.1,248.2,102.2,70.0
2014,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,73.0,73.0,146.0,,Normal,124.1,124.1,248.2,102.2,70.0
2015,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,73.0,73.0,146.0,,Normal,124.1,124.1,248.2,102.2,70.0
2016,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Evaluation par un rééducateur,73.0,73.0,146.0,,Normal,124.1,124.1,248.2,102.2,70.0
2011,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Tenue du dossier médical,89.0,89.0,178.0,,Normal,151.3,151.3,302.6,124.6,70.0
2012,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Tenue du dossier médical,89.0,89.0,178.0,,Normal,151.3,151.3,302.6,124.6,70.0
2013,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Tenue du dossier médical,89.0,89.0,178.0,,Normal,151.3,151.3,302.6,124.6,70.0
2014,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Tenue du dossier médical,89.0,89.0,178.0,,Normal,151.3,151.3,302.6,124.6,70.0
2015,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Tenue du dossier médical,89.0,89.0,178.0,,Normal,151.3,151.3,302.6,124.6,70.0
2016,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Accident Vasculaire Cérébral-Tenue du dossier médical,89.0,89.0,178.0,,Normal,151.3,151.3,302.6,124.6,70.0
2011,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Dialyse rénale-Transplantation-Transplantation,100.0,100.0,200.0,%,Normal,170.0,170.0,340.0,140.0,70.0
2012,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Dialyse rénale-Transplantation-Transplantation,100.0,100.0,200.0,%,Normal,170.0,170.0,340.0,140.0,70.0
2013,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Dialyse rénale-Transplantation-Transplantation,100.0,100.0,200.0,%,Normal,170.0,170.0,340.0,140.0,70.0
2014,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Dialyse rénale-Transplantation-Transplantation,100.0,100.0,200.0,%,Normal,170.0,170.0,340.0,140.0,70.0
2015,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Dialyse rénale-Transplantation-Transplantation,100.0,100.0,200.0,%,Normal,170.0,170.0,340.0,140.0,70.0
2016,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Dialyse rénale-Transplantation-Transplantation,100.0,100.0,200.0,%,Normal,170.0,170.0,340.0,140.0,70.0
2011,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention après l'accouchement,84.0,84.0,168.0,%,Normal,142.8,142.8,285.6,117.6,70.0
2012,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention après l'accouchement,84.0,84.0,168.0,%,Normal,142.8,142.8,285.6,117.6,70.0
2013,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention après l'accouchement,84.0,84.0,168.0,%,Normal,142.8,142.8,285.6,117.6,70.0
2014,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention après l'accouchement,84.0,84.0,168.0,%,Normal,142.8,142.8,285.6,117.6,70.0
2015,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention après l'accouchement,84.0,84.0,168.0,%,Normal,142.8,142.8,285.6,117.6,70.0
2016,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention après l'accouchement,84.0,84.0,168.0,%,Normal,142.8,142.8,285.6,117.6,70.0
2011,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention pendant l'accouchement,95.0,95.0,190.0,%,Normal,161.5,161.5,323.0,133.0,70.0
2012,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention pendant l'accouchement,95.0,95.0,190.0,%,Normal,161.5,161.5,323.0,133.0,70.0
2013,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention pendant l'accouchement,95.0,95.0,190.0,%,Normal,161.5,161.5,323.0,133.0,70.0
2014,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention pendant l'accouchement,95.0,95.0,190.0,%,Normal,161.5,161.5,323.0,133.0,70.0
2015,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention pendant l'accouchement,95.0,95.0,190.0,%,Normal,161.5,161.5,323.0,133.0,70.0
2016,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Prévention pendant l'accouchement,95.0,95.0,190.0,%,Normal,161.5,161.5,323.0,133.0,70.0
2011,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Traitement en cas d'hémorragie,68.0,68.0,136.0,%,Normal,115.6,115.6,231.2,95.2,70.0
2012,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Traitement en cas d'hémorragie,68.0,68.0,136.0,%,Normal,115.6,115.6,231.2,95.2,70.0
2013,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Traitement en cas d'hémorragie,68.0,68.0,136.0,%,Normal,115.6,115.6,231.2,95.2,70.0
2014,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Traitement en cas d'hémorragie,68.0,68.0,136.0,%,Normal,115.6,115.6,231.2,95.2,70.0
2015,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Traitement en cas d'hémorragie,68.0,68.0,136.0,%,Normal,115.6,115.6,231.2,95.2,70.0
2016,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Hémorragie du Post-Partum-Traitement en cas d'hémorragie,68.0,68.0,136.0,%,Normal,115.6,115.6,231.2,95.2,70.0
2011,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Infarctus du myocarde-Sensibilisation aux règles hygiéno-diététiques,95.0,95.0,190.0,%,Normal,161.5,161.5,323.0,133.0,70.0
2012,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Infarctus du myocarde-Sensibilisation aux règles hygiéno-diététiques,95.0,95.0,190.0,%,Normal,161.5,161.5,323.0,133.0,70.0
2013,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Infarctus du myocarde-Sensibilisation aux règles hygiéno-diététiques,96.0,96.0,192.0,%,Normal,163.2,163.2,326.4,134.4,70.0
2014,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Infarctus du myocarde-Sensibilisation aux règles hygiéno-diététiques,97.0,97.0,194.0,%,Normal,164.9,164.9,329.8,135.8,70.0
2015,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Infarctus du myocarde-Sensibilisation aux règles hygiéno-diététiques,98.0,98.0,196.0,%,Normal,166.6,166.6,333.2,137.2,70.0
2016,Indicateurs Pour l’Amélioration de la Qualité et de la Sécurité des Soins,Infarctus du myocarde-Sensibilisation aux règles hygiéno-diététiques,98.0,98.0,196.0,%,Normal,166.6,166.6,333.2,137.2,70.0
2011,Organisation de la sortie,Bon,14.58,14.58,29.17,%,Normal,24.79,24.79,49.58,20.41,69.97
2012,Organisation de la sortie,Bon,14.58,14.58,29.17,%,Normal,24.79,24.79,49.58,20.41,69.97
2013,Organisation de la sortie,Bon,14.58,14.58,29.17,%,Normal,24.79,24.79,49.58,20.41,69.97
2011,Organisation de la sortie,Excellent,17.08,17.08,34.17,%,Normal,29.04,29.04,58.08,23.91,69.97
2012,Organisation de la sortie,Excellent,17.08,17.08,34.17,%,Normal,29.04,29.04,58.08,23.91,69.97
2013,Organisation de la sortie,Excellent,17.08,17.08,34.17,%,Normal,29.04,29.04,58.08,23.91,69.97
2011,Organisation de la sortie,Mauvais,4.58,4.58,9.17,%,Normal,7.79,7.79,15.58,6.41,69.9
2012,Organisation de la sortie,Mauvais,4.58,4.58,9.17,%,Normal,7.79,7.79,15.58,6.41,69.9
2013,Organisation de la sortie,Mauvais,4.58,4.58,9.17,%,Normal,7.79,7.79,15.58,6.41,69.9
2011,Organisation de la sortie,Pas de réponse,0.42,0.42,0.83,%,Normal,0.71,0.71,1.42,0.59,71.08
2012,Organisation de la sortie,Pas de réponse,0.42,0.42,0.83,%,Normal,0.71,0.71,1.42,0.59,71.08
2013,Organisation de la sortie,Pas de réponse,0.42,0.42,0.83,%,Normal,0.71,0.71,1.42,0.59,71.08
2011,Organisation de la sortie,Tres bon ,11.25,11.25,22.5,%,Normal,19.12,19.12,38.24,15.74,69.96
2012,Organisation de la sortie,Tres bon ,11.25,11.25,22.5,%,Normal,19.12,19.12,38.24,15.74,69.96
2013,Organisation de la sortie,Tres bon ,11.25,11.25,22.5,%,Normal,19.12,19.12,38.24,15.74,69.96
2011,Organisation de la sortie,Très mauvais,2.08,2.08,4.17,%,Normal,3.54,3.54,7.08,2.91,69.78
2012,Organisation de la sortie,Très mauvais,2.08,2.08,4.17,%,Normal,3.54,3.54,7.08,2.91,69.78
2013,Organisation de la sortie,Très mauvais,2.08,2.08,4.17,%,Normal,3.54,3.54,7.08,2.91,69.78
2011,Qualité des soins,Bon,11.66,11.66,23.33,%,Normal,19.82,19.82,39.64,16.31,69.91
2012,Qualité des soins,Bon,11.66,11.66,23.33,%,Normal,19.82,19.82,39.64,16.31,69.91
2013,Qualité des soins,Bon,11.66,11.66,23.33,%,Normal,19.82,19.82,39.64,16.31,69.91
2011,Qualité des soins,Excellent,21.66,21.66,43.33,%,Normal,36.82,36.82,73.64,30.31,69.95
2012,Qualité des soins,Excellent,21.66,21.66,43.33,%,Normal,36.82,36.82,73.64,30.31,69.95
2013,Qualité des soins,Excellent,21.66,21.66,43.33,%,Normal,36.82,36.82,73.64,30.31,69.95
2011,Qualité des soins,Tres bon ,16.66,16.66,33.33,%,Normal,28.32,28.32,56.64,23.31,69.94
2012,Qualité des soins,Tres bon ,16.66,16.66,33.33,%,Normal,28.32,28.32,56.64,23.31,69.94
2013,Qualité des soins,Tres bon ,16.66,16.66,33.33,%,Normal,28.32,28.32,56.64,23.31,69.94
2011,Qualité des soins – MCO,Compte rendu,30.0,41.0,71.0,%,Normal,51.0,69.7,120.7,49.7,70.0
2012,Qualité des soins – MCO,Compte rendu,30.0,41.0,71.0,%,Normal,51.0,69.7,120.7,49.7,70.0
2013,Qualité des soins – MCO,Compte rendu,33.67,41.0,74.67,%,Normal,57.24,69.7,126.94,52.27,70.0
2014,Qualité des soins – MCO,Compte rendu,37.33,41.0,78.33,%,Normal,63.46,69.7,133.16,54.83,70.0
2015,Qualité des soins – MCO,Compte rendu,41.0,41.0,82.0,%,Normal,69.7,69.7,139.4,57.4,70.0
2016,Qualité des soins – MCO,Compte rendu,41.0,41.0,82.0,%,Normal,69.7,69.7,139.4,57.4,70.0
2011,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%,Normal,149.6,149.6,299.2,123.2,70.0
2012,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%,Normal,149.6,149.6,299.2,123.2,70.0
2013,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%,Normal,149.6,149.6,299.2,123.2,70.0
2014,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%,Normal,149.6,149.6,299.2,123.2,70.0
2015,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%,Normal,149.6,149.6,299.2,123.2,70.0
2016,Qualité des soins – MCO,Dossier d'anesthésie,88.0,88.0,176.0,%,Normal,149.6,149.6,299.2,123.2,70.0
2011,Qualité des soins – MCO,Dossier d’anesthésie,91.0,82.0,173.0,%,Normal,154.7,139.4,294.1,121.1,70.0
2012,Qualité des soins – MCO,Dossier d’anesthésie,91.0,82.0,173.0,%,Normal,154.7,139.4,294.1,121.1,70.0
2013,Qualité des soins – MCO,Dossier d’anesthésie,91.0,82.0,173.0,%,Normal,154.7,139.4,294.1,121.1,70.0
2011,Qualité des soins – MCO,Dossier médical,67.0,77.0,144.0,%,Normal,113.9,130.9,244.8,100.8,70.0
2012,Qualité des soins – MCO,Dossier médical,67.0,77.0,144.0,%,Normal,113.9,130.9,244.8,100.8,70.0
2013,Qualité des soins – MCO,Dossier médical,70.67,77.33,148.0,%,Normal,120.14,131.46,251.6,103.6,70.0
2014,Qualité des soins – MCO,Dossier médical,74.33,77.67,152.0,%,Normal,126.36,132.04,258.4,106.4,70.0
2015,Qualité des soins – MCO,Dossier médical,78.0,78.0,156.0,%,Normal,132.6,132.6,265.2,109.2,70.0
2016,Qualité des soins – MCO,Dossier médical,78.0,78.0,156.0,%,Normal,132.6,132.6,265.2,109.2,70.0
2011,Qualité des soins – MCO,Dépistage des troubles nutritionnels,84.0,85.0,169.0,%,Normal,142.8,144.5,287.3,118.3,70.0
2012,Qualité des soins – MCO,Dépistage des troubles nutritionnels,84.0,85.0,169.0,%,Normal,142.8,144.5,287.3,118.3,70.0
2013,Qualité des soins – MCO,Dépistage des troubles nutritionnels,84.0,85.0,169.0,%,Normal,142.8,144.5,287.3,118.3,70.0
2011,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%,Normal,129.2,129.2,258.4,106.4,70.0
2012,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%,Normal,129.2,129.2,258.4,106.4,70.0
2013,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%,Normal,129.2,129.2,258.4,106.4,70.0
2014,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%,Normal,129.2,129.2,258.4,106.4,70.0
2015,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%,Normal,129.2,129.2,258.4,106.4,70.0
2016,Qualité des soins – MCO,Evaluation de la douleur,76.0,76.0,152.0,%,Normal,129.2,129.2,258.4,106.4,70.0
2011,Qualité des soins – MCO,Infarctus du myocarde,85.0,93.0,178.0,%,Normal,144.5,158.1,302.6,124.6,70.0
2012,Qualité des soins – MCO,Infarctus du myocarde,85.0,93.0,178.0,%,Normal,144.5,158.1,302.6,124.6,70.0
2013,Qualité des soins – MCO,Infarctus du myocarde,85.0,93.0,178.0,%,Normal,144.5,158.1,302.6,124.6,70.0
2011,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%,Normal,35.7,35.7,71.4,29.4,70.0
2012,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%,Normal,35.7,35.7,71.4,29.4,70.0
2013,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%,Normal,35.7,35.7,71.4,29.4,70.0
2014,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%,Normal,35.7,35.7,71.4,29.4,70.0
2015,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%,Normal,35.7,35.7,71.4,29.4,70.0
2016,Qualité des soins – MCO,Prévention des escarres,21.0,21.0,42.0,%,Normal,35.7,35.7,71.4,29.4,70.0
2011,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),90.0,84.0,174.0,%,Normal,153.0,142.8,295.8,121.8,70.0
2012,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),90.0,84.0,174.0,%,Normal,153.0,142.8,295.8,121.8,70.0
2013,Qualité des soins – MCO,Réunions de concertation en cancérologie (RCP),90.0,84.0,174.0,%,Normal,153.0,142.8,295.8,121.8,70.0
2011,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%,Normal,156.4,156.4,312.8,128.8,70.0
2012,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%,Normal,156.4,156.4,312.8,128.8,70.0
2013,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%,Normal,156.4,156.4,312.8,128.8,70.0
2014,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%,Normal,156.4,156.4,312.8,128.8,70.0
2015,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%,Normal,156.4,156.4,312.8,128.8,70.0
2016,Qualité des soins – MCO,Réunions de concertation pluridisciplinaires (RCP),92.0,92.0,184.0,%,Normal,156.4,156.4,312.8,128.8,70.0
2011,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%,Normal,137.7,137.7,275.4,113.4,70.0
2012,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%,Normal,137.7,137.7,275.4,113.4,70.0
2013,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%,Normal,137.7,137.7,275.4,113.4,70.0
2014,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%,Normal,137.7,137.7,275.4,113.4,70.0
2015,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%,Normal,137.7,137.7,275.4,113.4,70.0
2016,Qualité des soins – MCO,Troubles nutritionnels,81.0,81.0,162.0,%,Normal,137.7,137.7,275.4,113.4,70.0
2011,Qualité des soins – MCO,Évaluation de la douleur,66.0,67.0,133.0,%,Normal,112.2,113.9,226.1,93.1,70.0
2012,Qualité des soins – MCO,Évaluation de la douleur,66.0,67.0,133.0,%,Normal,112.2,113.9,226.1,93.1,70.0
2013,Qualité des soins – MCO,Évaluation de la douleur,66.0,67.0,133.0,%,Normal,112.2,113.9,226.1,93.1,70.0
2011,Qualité des soins – Psychiatrie (PSY),Compte rendu,53.0,43.0,96.0,%,Normal,90.1,73.1,163.2,67.2,70.0
2012,Qualité des soins – Psychiatrie (PSY),Compte rendu,53.0,43.0,96.0,%,Normal,90.1,73.1,163.2,67.2,70.0
2013,Qualité des soins – Psychiatrie (PSY),Compte rendu,58.67,52.0,110.67,%,Normal,99.74,88.4,188.14,77.47,70.0
2014,Qualité des soins – Psychiatrie (PSY),Compte rendu,64.33,61.0,125.33,%,Normal,109.36,103.7,213.06,87.73,70.0
2015,Qualité des soins – Psychiatrie (PSY),Compte rendu,70.0,70.0,140.0,%,Normal,119.0,119.0,238.0,98.0,70.0
2016,Qualité des soins – Psychiatrie (PSY),Compte rendu,70.0,70.0,140.0,%,Normal,119.0,119.0,238.0,98.0,70.0
2011,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%,Normal,102.0,102.0,204.0,84.0,70.0
2012,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%,Normal,102.0,102.0,204.0,84.0,70.0
2013,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%,Normal,102.0,102.0,204.0,84.0,70.0
2014,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%,Normal,102.0,102.0,204.0,84.0,70.0
2015,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%,Normal,102.0,102.0,204.0,84.0,70.0
2016,Qualité des soins – Psychiatrie (PSY),Dossier d'anesthésie,60.0,60.0,120.0,%,Normal,102.0,102.0,204.0,84.0,70.0
2011,Qualité des soins – Psychiatrie (PSY),Dossier médical,70.0,71.0,141.0,%,Normal,119.0,120.7,239.7,98.7,70.0
2012,Qualité des soins – Psychiatrie (PSY),Dossier médical,70.0,71.0,141.0,%,Normal,119.0,120.7,239.7,98.7,70.0
2013,Qualité des soins – Psychiatrie (PSY),Dossier médical,72.67,72.0,144.67,%,Normal,123.54,122.4,245.94,101.27,70.0
2014,Qualité des soins – Psychiatrie (PSY),Dossier médical,75.33,73.0,148.33,%,Normal,128.06,124.1,252.16,103.83,70.0
2015,Qualité des soins – Psychiatrie (PSY),Dossier médical,78.0,74.0,152.0,%,Normal,132.6,125.8,258.4,106.4,70.0
2016,Qualité des soins – Psychiatrie (PSY),Dossier médical,78.0,74.0,152.0,%,Normal,132.6,125.8,258.4,106.4,70.0
2011,Qualité des soins – Psychiatrie (PSY),Dépistage des troubles nutritionnels,95.0,84.0,179.0,%,Normal,161.5,142.8,304.3,125.3,70.0
2012,Qualité des soins – Psychiatrie (PSY),Dépistage des troubles nutritionnels,95.0,84.0,179.0,%,Normal,161.5,142.8,304.3,125.3,70.0
2013,Qualité des soins – Psychiatrie (PSY),Dépistage des troubles nutritionnels,95.0,84.0,179.0,%,Normal,161.5,142.8,304.3,125.3,70.0
2011,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%,Normal,158.1,164.9,323.0,133.0,70.0
2012,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%,Normal,158.1,164.9,323.0,133.0,70.0
2013,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%,Normal,158.1,164.9,323.0,133.0,70.0
2014,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%,Normal,158.1,164.9,323.0,133.0,70.0
2015,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%,Normal,158.1,164.9,323.0,133.0,70.0
2016,Qualité des soins – Psychiatrie (PSY),Troubles nutritionnels,93.0,97.0,190.0,%,Normal,158.1,164.9,323.0,133.0,70.0
2011,Qualité des soins – SSR,Compte rendu,70.0,74.0,144.0,%,Normal,119.0,125.8,244.8,100.8,70.0
2012,Qualité des soins – SSR,Compte rendu,70.0,74.0,144.0,%,Normal,119.0,125.8,244.8,100.8,70.0
2013,Qualité des soins – SSR,Compte rendu,71.0,73.67,144.67,%,Normal,120.7,125.24,245.94,101.27,70.0
2014,Qualité des soins – SSR,Compte rendu,72.0,73.33,145.33,%,Normal,122.4,124.66,247.06,101.73,70.0
2015,Qualité des soins – SSR,Compte rendu,73.0,73.0,146.0,%,Normal,124.1,124.1,248.2,102.2,70.0
2016,Qualité des soins – SSR,Compte rendu,73.0,73.0,146.0,%,Normal,124.1,124.1,248.2,102.2,70.0
2011,Qualité des soins – SSR,Dossier médical,75.0,84.0,159.0,%,Normal,127.5,142.8,270.3,111.3,70.0
2012,Qualité des soins – SSR,Dossier médical,75.0,84.0,159.0,%,Normal,127.5,142.8,270.3,111.3,70.0
2013,Qualité des soins – SSR,Dossier médical,75.33,81.33,156.67,%,Normal,128.06,138.26,266.32,109.65,69.99
2014,Qualité des soins – SSR,Dossier médical,75.67,78.67,154.33,%,Normal,128.64,133.74,262.38,108.05,70.01
2015,Qualité des soins – SSR,Dossier médical,76.0,76.0,152.0,%,Normal,129.2,129.2,258.4,106.4,70.0
2016,Qualité des soins – SSR,Dossier médical,76.0,76.0,152.0,%,Normal,129.2,129.2,258.4,106.4,70.0
