ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF,CFX,TOTAL,UNITE
2012,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes
2013,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes
2014,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes
2015,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes
2016,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes
2017,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes
2011,Resources hopitaux,Internes / résidents / FFI,333.0,24.0,357.0,personnes
2012,Resources hopitaux,Internes / résidents / FFI,333.0,24.0,357.0,personnes
2013,Resources hopitaux,Internes / résidents / FFI,358.18,25.82,384.0,personnes
2014,Resources hopitaux,Internes / résidents / FFI,383.37,27.63,411.0,personnes
2015,Resources hopitaux,Internes / résidents / FFI,408.55,29.45,438.0,personnes
2016,Resources hopitaux,Internes / résidents / FFI,433.74,31.26,465.0,personnes
2017,Resources hopitaux,Internes / résidents / FFI,433.74,31.26,465.0,personnes
2011,Resources hopitaux,Médecins,626.5,626.5,1253.0,personnes
2012,Resources hopitaux,Médecins,626.5,626.5,1253.0,personnes
2013,Resources hopitaux,Médecins,687.83,687.83,1375.67,personnes
2014,Resources hopitaux,Médecins,749.17,749.17,1498.33,personnes
2015,Resources hopitaux,Médecins,810.5,810.5,1621.0,personnes
2016,Resources hopitaux,Médecins,813.0,813.0,1626.0,personnes
2017,Resources hopitaux,Médecins,813.0,813.0,1626.0,personnes
2011,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes
2012,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes
2013,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes
2014,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes
2015,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes
2016,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes
2017,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes
2011,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes
2012,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes
2013,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes
2014,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes
2015,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes
2016,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes
2017,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes
2011,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes
2012,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes
2013,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes
2014,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes
2015,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes
2016,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes
2017,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes
2011,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes
2012,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes
2013,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes
2014,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes
2015,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes
2016,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes
2017,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes
2011,caracteristique du personnel ,ETP Moyen MCO,5878.0,505.0,6383.0,personnes
2012,caracteristique du personnel ,ETP Moyen MCO,5878.0,505.0,6383.0,personnes
2013,caracteristique du personnel ,ETP Moyen MCO,5878.0,505.0,6383.0,personnes
2011,caracteristique du personnel ,ETP Moyen PSY,348.0,51.0,399.0,personnes
2012,caracteristique du personnel ,ETP Moyen PSY,348.0,51.0,399.0,personnes
2013,caracteristique du personnel ,ETP Moyen PSY,348.0,51.0,399.0,personnes
2011,caracteristique du personnel ,ETP Moyen SSR,86.0,214.0,300.0,personnes
2012,caracteristique du personnel ,ETP Moyen SSR,86.0,214.0,300.0,personnes
2013,caracteristique du personnel ,ETP Moyen SSR,86.0,214.0,300.0,personnes
2011,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes
2012,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes
2013,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes
2014,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes
2015,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes
2016,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes
2011,caracteristique du personnel ,Femmes MCO,4341.0,319.0,4660.0,personnes
2012,caracteristique du personnel ,Femmes MCO,4341.0,319.0,4660.0,personnes
2013,caracteristique du personnel ,Femmes MCO,4341.0,319.0,4660.0,personnes
2011,caracteristique du personnel ,Femmes PSY,229.0,32.0,261.0,personnes
2012,caracteristique du personnel ,Femmes PSY,229.0,32.0,261.0,personnes
2013,caracteristique du personnel ,Femmes PSY,229.0,32.0,261.0,personnes
2011,caracteristique du personnel ,Femmes SSR,61.0,159.0,220.0,personnes
2012,caracteristique du personnel ,Femmes SSR,61.0,159.0,220.0,personnes
2013,caracteristique du personnel ,Femmes SSR,61.0,159.0,220.0,personnes
2011,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes
2012,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes
2013,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes
2014,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes
2015,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes
2016,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes
2011,caracteristique du personnel ,Hommes MCO,1537.0,186.0,1723.0,personnes
2012,caracteristique du personnel ,Hommes MCO,1537.0,186.0,1723.0,personnes
2013,caracteristique du personnel ,Hommes MCO,1537.0,186.0,1723.0,personnes
2011,caracteristique du personnel ,Hommes PSY,119.0,19.0,138.0,personnes
2012,caracteristique du personnel ,Hommes PSY,119.0,19.0,138.0,personnes
2013,caracteristique du personnel ,Hommes PSY,119.0,19.0,138.0,personnes
2011,caracteristique du personnel ,Hommes SSR,25.0,55.0,80.0,personnes
2012,caracteristique du personnel ,Hommes SSR,25.0,55.0,80.0,personnes
2013,caracteristique du personnel ,Hommes SSR,25.0,55.0,80.0,personnes
2011,caracteristique du personnel ,Âge Moyen MCO,41.0,45.0,86.0,personnes
2012,caracteristique du personnel ,Âge Moyen MCO,41.0,45.0,86.0,personnes
2013,caracteristique du personnel ,Âge Moyen MCO,41.0,45.0,86.0,personnes
2011,caracteristique du personnel ,Âge Moyen PSY,43.0,44.0,87.0,personnes
2012,caracteristique du personnel ,Âge Moyen PSY,43.0,44.0,87.0,personnes
2013,caracteristique du personnel ,Âge Moyen PSY,43.0,44.0,87.0,personnes
2011,caracteristique du personnel ,Âge Moyen SSR,42.0,42.0,84.0,personnes
2012,caracteristique du personnel ,Âge Moyen SSR,42.0,42.0,84.0,personnes
2013,caracteristique du personnel ,Âge Moyen SSR,42.0,42.0,84.0,personnes
