ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF_NORMAL,CFX_NORMAL,TOTAL_NORMAL,UNITE,MODE,PLF_CRISE,CFX_CRISE,TOTAL_CRISE,ECART_TOTAL,VARIATION_PCT
2012,Personnel non medical,Personnel socio-éducatif,113.0,12.0,125.0,personnes,Normal,192.1,20.4,212.5,87.5,70.0
2013,Personnel non medical,Personnel socio-éducatif,113.0,12.0,125.0,personnes,Normal,192.1,20.4,212.5,87.5,70.0
2014,Personnel non medical,Personnel socio-éducatif,113.0,12.0,125.0,personnes,Normal,192.1,20.4,212.5,87.5,70.0
2015,Personnel non medical,Personnel socio-éducatif,113.0,12.0,125.0,personnes,Normal,192.1,20.4,212.5,87.5,70.0
2016,Personnel non medical,Personnel socio-éducatif,113.0,12.0,125.0,personnes,Normal,192.1,20.4,212.5,87.5,70.0
2011,Personnel non medical,Personnel technique et ouvrier,438.0,85.0,523.0,personnes,Normal,744.6,144.5,889.1,366.1,70.0
2012,Personnel non medical,Personnel technique et ouvrier,438.0,85.0,523.0,personnes,Normal,744.6,144.5,889.1,366.1,70.0
2013,Personnel non medical,Personnel technique et ouvrier,438.0,85.0,523.0,personnes,Normal,744.6,144.5,889.1,366.1,70.0
2014,Personnel non medical,Personnel technique et ouvrier,438.0,85.0,523.0,personnes,Normal,744.6,144.5,889.1,366.1,70.0
2015,Personnel non medical,Personnel technique et ouvrier,438.0,85.0,523.0,personnes,Normal,744.6,144.5,889.1,366.1,70.0
2016,Personnel non medical,Personnel technique et ouvrier,438.0,85.0,523.0,personnes,Normal,744.6,144.5,889.1,366.1,70.0
2011,Personnel paramedical,Direction & administratif ,640.0,69.0,709.0,personnes,Normal,1088.0,117.3,1205.3,496.3,70.0
2012,Personnel paramedical,Direction & administratif ,640.0,69.0,709.0,personnes,Normal,1088.0,117.3,1205.3,496.3,70.0
2013,Personnel paramedical,Direction & administratif ,640.0,69.0,709.0,personnes,Normal,1088.0,117.3,1205.3,496.3,70.0
2011,Personnel paramedical,Personnel hospitalier ,5173.0,588.0,5761.0,personnes,Normal,8794.1,999.6,9793.7,4032.7,70.0
2012,Personnel paramedical,Personnel hospitalier ,5173.0,588.0,5761.0,personnes,Normal,8794.1,999.6,9793.7,4032.7,70.0
2013,Personnel paramedical,Personnel hospitalier ,5173.0,588.0,5761.0,personnes,Normal,8794.1,999.6,9793.7,4032.7,70.0
2011,Personnel paramedical,Personnel socio-éducatif ,99.0,12.0,111.0,personnes,Normal,168.3,20.4,188.7,77.7,70.0
2012,Personnel paramedical,Personnel socio-éducatif ,99.0,12.0,111.0,personnes,Normal,168.3,20.4,188.7,77.7,70.0
2013,Personnel paramedical,Personnel socio-éducatif ,99.0,12.0,111.0,personnes,Normal,168.3,20.4,188.7,77.7,70.0
2011,Personnel paramedical,Personnel technique & ouvrier ,400.0,101.0,501.0,personnes,Normal,680.0,171.7,851.7,350.7,70.0
2012,Personnel paramedical,Personnel technique & ouvrier ,400.0,101.0,501.0,personnes,Normal,680.0,171.7,851.7,350.7,70.0
2013,Personnel paramedical,Personnel technique & ouvrier ,400.0,101.0,501.0,personnes,Normal,680.0,171.7,851.7,350.7,70.0
2011,Personnel paramedical,Total en ETP,6312.0,770.0,7082.0,personnes,Normal,10730.4,1309.0,12039.4,4957.4,70.0
2012,Personnel paramedical,Total en ETP,6312.0,770.0,7082.0,personnes,Normal,10730.4,1309.0,12039.4,4957.4,70.0
2013,Personnel paramedical,Total en ETP,6312.0,770.0,7082.0,personnes,Normal,10730.4,1309.0,12039.4,4957.4,70.0
2011,Personnel paramédical,Total,3541.0,3541.0,7082.0,personnes,Normal,6019.7,6019.7,12039.4,4957.4,70.0
2012,Personnel paramédical,Total,3541.0,3541.0,7082.0,personnes,Normal,6019.7,6019.7,12039.4,4957.4,70.0
2013,Personnel paramédical,Total,3669.0,3669.0,7338.0,personnes,Normal,6237.3,6237.3,12474.6,5136.6,70.0
2014,Personnel paramédical,Total,3797.0,3797.0,7594.0,personnes,Normal,6454.9,6454.9,12909.8,5315.8,70.0
2015,Personnel paramédical,Total,3925.0,3925.0,7850.0,personnes,Normal,6672.5,6672.5,13345.0,5495.0,70.0
2016,Personnel paramédical,Total,3925.0,3925.0,7850.0,personnes,Normal,6672.5,6672.5,13345.0,5495.0,70.0
2011,RH,PU-PH (Hospitalo-Universitaires),387.0,43.0,430.0,personnes,Normal,657.9,73.1,731.0,301.0,70.0
2012,RH,PU-PH (Hospitalo-Universitaires),387.0,43.0,430.0,personnes,Normal,657.9,73.1,731.0,301.0,70.0
2013,RH,PU-PH (Hospitalo-Universitaires),387.0,43.0,430.0,personnes,Normal,657.9,73.1,731.0,301.0,70.0
2014,RH,PU-PH (Hospitalo-Universitaires),387.0,43.0,430.0,personnes,Normal,657.9,73.1,731.0,301.0,70.0
2015,RH,PU-PH (Hospitalo-Universitaires),387.0,43.0,430.0,personnes,Normal,657.9,73.1,731.0,301.0,70.0
2016,RH,PU-PH (Hospitalo-Universitaires),387.0,43.0,430.0,personnes,Normal,657.9,73.1,731.0,301.0,70.0
2011,RH,Praticiens hospitaliers (PH),454.0,28.0,482.0,personnes,Normal,771.8,47.6,819.4,337.4,70.0
2012,RH,Praticiens hospitaliers (PH),454.0,28.0,482.0,personnes,Normal,771.8,47.6,819.4,337.4,70.0
2013,RH,Praticiens hospitaliers (PH),454.0,28.0,482.0,personnes,Normal,771.8,47.6,819.4,337.4,70.0
2014,RH,Praticiens hospitaliers (PH),454.0,28.0,482.0,personnes,Normal,771.8,47.6,819.4,337.4,70.0
2015,RH,Praticiens hospitaliers (PH),454.0,28.0,482.0,personnes,Normal,771.8,47.6,819.4,337.4,70.0
2016,RH,Praticiens hospitaliers (PH),454.0,28.0,482.0,personnes,Normal,771.8,47.6,819.4,337.4,70.0
2011,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes,Normal,2086.75,2086.75,4173.5,1718.5,70.0
2012,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes,Normal,2086.75,2086.75,4173.5,1718.5,70.0
2013,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes,Normal,2086.75,2086.75,4173.5,1718.5,70.0
2014,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes,Normal,2086.75,2086.75,4173.5,1718.5,70.0
2015,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes,Normal,2086.75,2086.75,4173.5,1718.5,70.0
2016,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes,Normal,2086.75,2086.75,4173.5,1718.5,70.0
2017,Resources hopitaux,Infirmier·e·s,1227.5,1227.5,2455.0,personnes,Normal,2086.75,2086.75,4173.5,1718.5,70.0
2011,Resources hopitaux,Internes / résidents / FFI,333.0,24.0,357.0,personnes,Normal,566.1,40.8,606.9,249.9,70.0
2012,Resources hopitaux,Internes / résidents / FFI,333.0,24.0,357.0,personnes,Normal,566.1,40.8,606.9,249.9,70.0
2013,Resources hopitaux,Internes / résidents / FFI,358.18,25.82,384.0,personnes,Normal,608.91,43.89,652.8,268.8,70.0
2014,Resources hopitaux,Internes / résidents / FFI,383.37,27.63,411.0,personnes,Normal,651.73,46.97,698.7,287.7,70.0
2015,Resources hopitaux,Internes / résidents / FFI,408.55,29.45,438.0,personnes,Normal,694.54,50.06,744.6,306.6,70.0
2016,Resources hopitaux,Internes / résidents / FFI,433.74,31.26,465.0,personnes,Normal,737.36,53.14,790.5,325.5,70.0
2017,Resources hopitaux,Internes / résidents / FFI,433.74,31.26,465.0,personnes,Normal,737.36,53.14,790.5,325.5,70.0
2011,Resources hopitaux,Médecins,626.5,626.5,1253.0,personnes,Normal,1065.05,1065.05,2130.1,877.1,70.0
2012,Resources hopitaux,Médecins,626.5,626.5,1253.0,personnes,Normal,1065.05,1065.05,2130.1,877.1,70.0
2013,Resources hopitaux,Médecins,687.83,687.83,1375.67,personnes,Normal,1169.31,1169.31,2338.62,962.95,70.0
2014,Resources hopitaux,Médecins,749.17,749.17,1498.33,personnes,Normal,1273.59,1273.59,2547.18,1048.85,70.0
2015,Resources hopitaux,Médecins,810.5,810.5,1621.0,personnes,Normal,1377.85,1377.85,2755.7,1134.7,70.0
2016,Resources hopitaux,Médecins,813.0,813.0,1626.0,personnes,Normal,1382.1,1382.1,2764.2,1138.2,70.0
2017,Resources hopitaux,Médecins,813.0,813.0,1626.0,personnes,Normal,1382.1,1382.1,2764.2,1138.2,70.0
2011,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes,Normal,1099.9,1099.9,2199.8,905.8,70.0
2012,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes,Normal,1099.9,1099.9,2199.8,905.8,70.0
2013,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes,Normal,1099.9,1099.9,2199.8,905.8,70.0
2014,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes,Normal,1099.9,1099.9,2199.8,905.8,70.0
2015,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes,Normal,1099.9,1099.9,2199.8,905.8,70.0
2016,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes,Normal,1099.9,1099.9,2199.8,905.8,70.0
2017,Resources hopitaux,"Personnels administratifs, techniques et ouvriers",647.0,647.0,1294.0,personnes,Normal,1099.9,1099.9,2199.8,905.8,70.0
2011,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes,Normal,5597.25,5597.25,11194.5,4609.5,70.0
2012,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes,Normal,5597.25,5597.25,11194.5,4609.5,70.0
2013,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes,Normal,5597.25,5597.25,11194.5,4609.5,70.0
2014,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes,Normal,5597.25,5597.25,11194.5,4609.5,70.0
2015,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes,Normal,5597.25,5597.25,11194.5,4609.5,70.0
2016,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes,Normal,5597.25,5597.25,11194.5,4609.5,70.0
2017,Resources hopitaux,Personnels soignants,3292.5,3292.5,6585.0,personnes,Normal,5597.25,5597.25,11194.5,4609.5,70.0
2011,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes,Normal,9350.0,9350.0,18700.0,7700.0,70.0
2012,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes,Normal,9350.0,9350.0,18700.0,7700.0,70.0
2013,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes,Normal,9350.0,9350.0,18700.0,7700.0,70.0
2014,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes,Normal,9350.0,9350.0,18700.0,7700.0,70.0
2015,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes,Normal,9350.0,9350.0,18700.0,7700.0,70.0
2016,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes,Normal,9350.0,9350.0,18700.0,7700.0,70.0
2017,Resources hopitaux,Total,5500.0,5500.0,11000.0,personnes,Normal,9350.0,9350.0,18700.0,7700.0,70.0
2011,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes,Normal,583.95,583.95,1167.9,480.9,70.0
2012,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes,Normal,583.95,583.95,1167.9,480.9,70.0
2013,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes,Normal,583.95,583.95,1167.9,480.9,70.0
2014,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes,Normal,583.95,583.95,1167.9,480.9,70.0
2015,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes,Normal,583.95,583.95,1167.9,480.9,70.0
2016,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes,Normal,583.95,583.95,1167.9,480.9,70.0
2017,Resources hopitaux,Étudiants hospitaliers,343.5,343.5,687.0,personnes,Normal,583.95,583.95,1167.9,480.9,70.0
2011,caracteristique du personnel ,ETP Moyen MCO,5878.0,505.0,6383.0,personnes,Normal,9992.6,858.5,10851.1,4468.1,70.0
2012,caracteristique du personnel ,ETP Moyen MCO,5878.0,505.0,6383.0,personnes,Normal,9992.6,858.5,10851.1,4468.1,70.0
2013,caracteristique du personnel ,ETP Moyen MCO,5878.0,505.0,6383.0,personnes,Normal,9992.6,858.5,10851.1,4468.1,70.0
2011,caracteristique du personnel ,ETP Moyen PSY,348.0,51.0,399.0,personnes,Normal,591.6,86.7,678.3,279.3,70.0
2012,caracteristique du personnel ,ETP Moyen PSY,348.0,51.0,399.0,personnes,Normal,591.6,86.7,678.3,279.3,70.0
2013,caracteristique du personnel ,ETP Moyen PSY,348.0,51.0,399.0,personnes,Normal,591.6,86.7,678.3,279.3,70.0
2011,caracteristique du personnel ,ETP Moyen SSR,86.0,214.0,300.0,personnes,Normal,146.2,363.8,510.0,210.0,70.0
2012,caracteristique du personnel ,ETP Moyen SSR,86.0,214.0,300.0,personnes,Normal,146.2,363.8,510.0,210.0,70.0
2013,caracteristique du personnel ,ETP Moyen SSR,86.0,214.0,300.0,personnes,Normal,146.2,363.8,510.0,210.0,70.0
2011,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes,Normal,5956.8,5956.8,11913.6,4905.6,70.0
2012,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes,Normal,5956.8,5956.8,11913.6,4905.6,70.0
2013,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes,Normal,5956.8,5956.8,11913.6,4905.6,70.0
2014,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes,Normal,5956.8,5956.8,11913.6,4905.6,70.0
2015,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes,Normal,5956.8,5956.8,11913.6,4905.6,70.0
2016,caracteristique du personnel ,Femmes,3504.0,3504.0,7008.0,personnes,Normal,5956.8,5956.8,11913.6,4905.6,70.0
2011,caracteristique du personnel ,Femmes MCO,4341.0,319.0,4660.0,personnes,Normal,7379.7,542.3,7922.0,3262.0,70.0
2012,caracteristique du personnel ,Femmes MCO,4341.0,319.0,4660.0,personnes,Normal,7379.7,542.3,7922.0,3262.0,70.0
2013,caracteristique du personnel ,Femmes MCO,4341.0,319.0,4660.0,personnes,Normal,7379.7,542.3,7922.0,3262.0,70.0
2011,caracteristique du personnel ,Femmes PSY,229.0,32.0,261.0,personnes,Normal,389.3,54.4,443.7,182.7,70.0
2012,caracteristique du personnel ,Femmes PSY,229.0,32.0,261.0,personnes,Normal,389.3,54.4,443.7,182.7,70.0
2013,caracteristique du personnel ,Femmes PSY,229.0,32.0,261.0,personnes,Normal,389.3,54.4,443.7,182.7,70.0
2011,caracteristique du personnel ,Femmes SSR,61.0,159.0,220.0,personnes,Normal,103.7,270.3,374.0,154.0,70.0
2012,caracteristique du personnel ,Femmes SSR,61.0,159.0,220.0,personnes,Normal,103.7,270.3,374.0,154.0,70.0
2013,caracteristique du personnel ,Femmes SSR,61.0,159.0,220.0,personnes,Normal,103.7,270.3,374.0,154.0,70.0
2011,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes,Normal,2092.7,2092.7,4185.4,1723.4,70.0
2012,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes,Normal,2092.7,2092.7,4185.4,1723.4,70.0
2013,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes,Normal,2092.7,2092.7,4185.4,1723.4,70.0
2014,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes,Normal,2092.7,2092.7,4185.4,1723.4,70.0
2015,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes,Normal,2092.7,2092.7,4185.4,1723.4,70.0
2016,caracteristique du personnel ,Hommes,1231.0,1231.0,2462.0,personnes,Normal,2092.7,2092.7,4185.4,1723.4,70.0
2011,caracteristique du personnel ,Hommes MCO,1537.0,186.0,1723.0,personnes,Normal,2612.9,316.2,2929.1,1206.1,70.0
2012,caracteristique du personnel ,Hommes MCO,1537.0,186.0,1723.0,personnes,Normal,2612.9,316.2,2929.1,1206.1,70.0
2013,caracteristique du personnel ,Hommes MCO,1537.0,186.0,1723.0,personnes,Normal,2612.9,316.2,2929.1,1206.1,70.0
2011,caracteristique du personnel ,Hommes PSY,119.0,19.0,138.0,personnes,Normal,202.3,32.3,234.6,96.6,70.0
2012,caracteristique du personnel ,Hommes PSY,119.0,19.0,138.0,personnes,Normal,202.3,32.3,234.6,96.6,70.0
2013,caracteristique du personnel ,Hommes PSY,119.0,19.0,138.0,personnes,Normal,202.3,32.3,234.6,96.6,70.0
2011,caracteristique du personnel ,Hommes SSR,25.0,55.0,80.0,personnes,Normal,42.5,93.5,136.0,56.0,70.0
2012,caracteristique du personnel ,Hommes SSR,25.0,55.0,80.0,personnes,Normal,42.5,93.5,136.0,56.0,70.0
2013,caracteristique du personnel ,Hommes SSR,25.0,55.0,80.0,personnes,Normal,42.5,93.5,136.0,56.0,70.0
2011,caracteristique du personnel ,Âge Moyen MCO,41.0,45.0,86.0,personnes,Normal,69.7,76.5,146.2,60.2,70.0
2012,caracteristique du personnel ,Âge Moyen MCO,41.0,45.0,86.0,personnes,Normal,69.7,76.5,146.2,60.2,70.0
2013,caracteristique du personnel ,Âge Moyen MCO,41.0,45.0,86.0,personnes,Normal,69.7,76.5,146.2,60.2,70.0
2011,caracteristique du personnel ,Âge Moyen PSY,43.0,44.0,87.0,personnes,Normal,73.1,74.8,147.9,60.9,70.0
2012,caracteristique du personnel ,Âge Moyen PSY,43.0,44.0,87.0,personnes,Normal,73.1,74.8,147.9,60.9,70.0
2013,caracteristique du personnel ,Âge Moyen PSY,43.0,44.0,87.0,personnes,Normal,73.1,74.8,147.9,60.9,70.0
2011,caracteristique du personnel ,Âge Moyen SSR,42.0,42.0,84.0,personnes,Normal,71.4,71.4,142.8,58.8,70.0
2012,caracteristique du personnel ,Âge Moyen SSR,42.0,42.0,84.0,personnes,Normal,71.4,71.4,142.8,58.8,70.0
2013,caracteristique du personnel ,Âge Moyen SSR,42.0,42.0,84.0,personnes,Normal,71.4,71.4,142.8,58.8,70.0
