year,month,value,mode,site_code,indicateur,sous_indicateur,unite
2011,4,375.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,5,375.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,6,375.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,7,562.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,8,687.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,9,500.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,10,624.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,11,624.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,12,437.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,1,437.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,2,624.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,3,999.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,4,937.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,5,562.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,6,187.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,7,437.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,8,812.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,9,312.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,10,375.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,11,375.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,12,187.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2011,1,687.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,2,562.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,3,437.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,4,375.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,5,375.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,6,375.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,7,562.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,8,687.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,9,500.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,10,624.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,11,624.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,12,437.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,1,437.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,2,624.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,3,999.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,4,937.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,5,562.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,6,187.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,7,437.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,8,812.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,9,312.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,10,375.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,11,375.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2011,12,187.0,crise,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,1,687.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,2,562.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,3,437.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,4,375.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,5,375.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,6,375.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,7,562.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,8,687.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,9,500.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,10,624.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,11,624.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,12,437.0,normal,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,1,437.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,2,624.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,3,999.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,4,937.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,5,562.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,6,187.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,7,437.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,8,812.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,9,312.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,10,375.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,11,375.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,12,187.0,crise,PLF,Actes,Actes opératoires - ambulatoires,actes
2012,1,687.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,2,562.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,3,437.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,4,375.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,5,375.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,6,375.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,7,562.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,8,687.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,9,500.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,10,624.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,11,624.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
2012,12,437.0,normal,CFX,Actes,Actes opératoires - ambulatoires,actes
