ANNEE,INDICATEUR,SOUS-INDICATEUR,PLF,CFX,TOTAL,UNITE
2012,Mode d'hospitalisation,Nombre de journées psychiatriques,30557.0,6643.0,37200.0,sejours
2013,Mode d'hospitalisation,Nombre de journées psychiatriques,30557.0,6643.0,37200.0,sejours
2011,Mode d'hospitalisation,Nombre de séjours Chirurgie,23228.0,,,sejours
2012,Mode d'hospitalisation,Nombre de séjours Chirurgie,23838.0,,,sejours
2013,Mode d'hospitalisation,Nombre de séjours Chirurgie,23838.0,,,sejours
2011,Mode d'hospitalisation,Nombre de séjours MCO,64356.0,2898.0,67254.0,sejours
2012,Mode d'hospitalisation,Nombre de séjours MCO,64693.0,3494.0,68187.0,sejours
2013,Mode d'hospitalisation,Nombre de séjours MCO,64693.0,3494.0,68187.0,sejours
2011,Mode d'hospitalisation,Nombre de séjours Médecine,121073.0,3978.0,125051.0,sejours
2012,Mode d'hospitalisation,Nombre de séjours Médecine,122825.0,4978.0,127803.0,sejours
2013,Mode d'hospitalisation,Nombre de séjours Médecine,122825.0,4978.0,127803.0,sejours
2011,Mode d'hospitalisation,Nombre de séjours en ambulatoire,83911.0,1080.0,84911.0,sejours
2012,Mode d'hospitalisation,Nombre de séjours en ambulatoire,86529.0,1184.0,87713.0,sejours
2013,Mode d'hospitalisation,Nombre de séjours en ambulatoire,86529.0,1184.0,87713.0,sejours
2011,Plateux Techniques,Anapath,46887.0,0.0,46887.0,actes
2012,Plateux Techniques,Anapath,46887.0,0.0,46887.0,actes
2013,Plateux Techniques,Anapath,46887.0,0.0,46887.0,actes
2014,Plateux Techniques,Anapath,46887.0,0.0,46887.0,actes
2015,Plateux Techniques,Anapath,46887.0,0.0,46887.0,actes
2016,Plateux Techniques,Anapath,46887.0,0.0,46887.0,actes
2011,Plateux Techniques,Biochimie (B),5642800.0,44287.0,5687087.0,actes
2012,Plateux Techniques,Biochimie (B),5642800.0,44287.0,5687087.0,actes
2013,Plateux Techniques,Biochimie (B),5642800.0,44287.0,5687087.0,actes
2014,Plateux Techniques,Biochimie (B),5642800.0,44287.0,5687087.0,actes
2015,Plateux Techniques,Biochimie (B),5642800.0,44287.0,5687087.0,actes
2016,Plateux Techniques,Biochimie (B),5642800.0,44287.0,5687087.0,actes
2011,Plateux Techniques,CCAM,47323.0,0.0,47323.0,actes
2012,Plateux Techniques,CCAM,47323.0,0.0,47323.0,actes
2013,Plateux Techniques,CCAM,47323.0,0.0,47323.0,actes
2014,Plateux Techniques,CCAM,47323.0,0.0,47323.0,actes
2015,Plateux Techniques,CCAM,47323.0,0.0,47323.0,actes
2016,Plateux Techniques,CCAM,47323.0,0.0,47323.0,actes
2011,Plateux Techniques,Chimiothérapie,28787.0,588.0,29375.0,seances
2012,Plateux Techniques,Chimiothérapie,28787.0,588.0,29375.0,seances
2013,Plateux Techniques,Chimiothérapie,28787.0,588.0,29375.0,seances
2014,Plateux Techniques,Chimiothérapie,28787.0,588.0,29375.0,seances
2015,Plateux Techniques,Chimiothérapie,28787.0,588.0,29375.0,seances
2016,Plateux Techniques,Chimiothérapie,28787.0,588.0,29375.0,seances
2011,Plateux Techniques,Chirurgie,62926.0,0.0,62926.0,actes
2012,Plateux Techniques,Chirurgie,62926.0,0.0,62926.0,actes
2013,Plateux Techniques,Chirurgie,62926.0,0.0,62926.0,actes
2014,Plateux Techniques,Chirurgie,62926.0,0.0,62926.0,actes
2015,Plateux Techniques,Chirurgie,62926.0,0.0,62926.0,actes
2016,Plateux Techniques,Chirurgie,62926.0,0.0,62926.0,actes
2011,Plateux Techniques,Dialyses,6733.0,0.0,6733.0,seances
2012,Plateux Techniques,Dialyses,6733.0,0.0,6733.0,seances
2013,Plateux Techniques,Dialyses,6733.0,0.0,6733.0,seances
2014,Plateux Techniques,Dialyses,6733.0,0.0,6733.0,seances
2015,Plateux Techniques,Dialyses,6733.0,0.0,6733.0,seances
2016,Plateux Techniques,Dialyses,6733.0,0.0,6733.0,seances
2011,Plateux Techniques,Hématologie (BHN),1179103.0,8783.0,1187886.0,actes
2012,Plateux Techniques,Hématologie (BHN),1179103.0,8783.0,1187886.0,actes
2013,Plateux Techniques,Hématologie (BHN),1179103.0,8783.0,1187886.0,actes
2014,Plateux Techniques,Hématologie (BHN),1179103.0,8783.0,1187886.0,actes
2015,Plateux Techniques,Hématologie (BHN),1179103.0,8783.0,1187886.0,actes
2016,Plateux Techniques,Hématologie (BHN),1179103.0,8783.0,1187886.0,actes
2011,Plateux Techniques,Imagerie,274235.0,8417.0,282652.0,actes
2012,Plateux Techniques,Imagerie,333986.0,12481.0,346467.0,actes
2013,Plateux Techniques,Imagerie,307884.0,12077.67,319961.67,actes
2014,Plateux Techniques,Imagerie,281782.0,11674.33,293456.33,actes
2015,Plateux Techniques,Imagerie,255680.0,11271.0,266951.0,actes
2016,Plateux Techniques,Imagerie,255680.0,11271.0,266951.0,actes
2011,Plateux Techniques,Parasitologie (P),4227.0,0.0,4227.0,actes
2012,Plateux Techniques,Parasitologie (P),7.0,0.0,7.0,actes
2013,Plateux Techniques,Parasitologie (P),17.33,0.0,17.33,actes
2014,Plateux Techniques,Parasitologie (P),27.67,0.0,27.67,actes
2015,Plateux Techniques,Parasitologie (P),38.0,0.0,38.0,actes
2016,Plateux Techniques,Parasitologie (P),38.0,0.0,38.0,actes
2011,Plateux Techniques,Pharmacologie (PHN),232496.0,0.0,232496.0,actes
2012,Plateux Techniques,Pharmacologie (PHN),274913.0,0.0,274913.0,actes
2013,Plateux Techniques,Pharmacologie (PHN),288047.67,0.0,288047.67,actes
2014,Plateux Techniques,Pharmacologie (PHN),301182.33,0.0,301182.33,actes
2015,Plateux Techniques,Pharmacologie (PHN),314317.0,0.0,314317.0,actes
2016,Plateux Techniques,Pharmacologie (PHN),314317.0,0.0,314317.0,actes
2011,Plateux Techniques,Plateux tumorales,22949.0,410.0,23359.0,seances
2012,Plateux Techniques,Plateux tumorales,22949.0,410.0,23359.0,seances
2013,Plateux Techniques,Plateux tumorales,22949.0,410.0,23359.0,seances
2014,Plateux Techniques,Plateux tumorales,22949.0,410.0,23359.0,seances
2015,Plateux Techniques,Plateux tumorales,22949.0,410.0,23359.0,seances
2016,Plateux Techniques,Plateux tumorales,22949.0,410.0,23359.0,seances
2011,Plateux Techniques,Radiothérapie,15880.0,0.0,15880.0,seances
2012,Plateux Techniques,Radiothérapie,15880.0,0.0,15880.0,seances
2013,Plateux Techniques,Radiothérapie,15880.0,0.0,15880.0,seances
2014,Plateux Techniques,Radiothérapie,15880.0,0.0,15880.0,seances
2015,Plateux Techniques,Radiothérapie,15880.0,0.0,15880.0,seances
2016,Plateux Techniques,Radiothérapie,15880.0,0.0,15880.0,seances
2011,Plateux Techniques,Soins dentaires,25529.0,7318.0,32847.0,actes
2012,Plateux Techniques,Soins dentaires,25529.0,7318.0,32847.0,actes
2013,Plateux Techniques,Soins dentaires,25529.0,7318.0,32847.0,actes
2014,Plateux Techniques,Soins dentaires,25529.0,7318.0,32847.0,actes
2015,Plateux Techniques,Soins dentaires,25529.0,7318.0,32847.0,actes
2016,Plateux Techniques,Soins dentaires,25529.0,7318.0,32847.0,actes
2011,Recherche,Enseignement,3950000.0,3950000.0,7900000.0,€
2012,Recherche,Enseignement,3950000.0,3950000.0,7900000.0,€
2013,Recherche,Enseignement,3950000.0,3950000.0,7900000.0,€
2011,Recherche,Essais académiques,119.0,119.0,238.0,essais
2012,Recherche,Essais académiques,119.0,119.0,238.0,essais
2013,Recherche,Essais académiques,119.0,119.0,238.0,essais
2014,Recherche,Essais académiques,119.0,119.0,238.0,essais
2015,Recherche,Essais académiques,119.0,119.0,238.0,essais
2016,Recherche,Essais académiques,119.0,119.0,238.0,essais
2017,Recherche,Essais académiques,119.0,119.0,238.0,essais
2011,Recherche,Essais cliniques,1500000.0,1500000.0,3000000.0,€
2012,Recherche,Essais cliniques,1500000.0,1500000.0,3000000.0,€
2013,Recherche,Essais cliniques,1500000.0,1500000.0,3000000.0,€
2011,Recherche,Essais cliniques actifs,419.0,419.0,838.0,publications
2012,Recherche,Essais cliniques actifs,419.0,419.0,838.0,publications
2013,Recherche,Essais cliniques actifs,419.0,419.0,838.0,publications
2014,Recherche,Essais cliniques actifs,419.0,419.0,838.0,publications
2015,Recherche,Essais cliniques actifs,419.0,419.0,838.0,publications
2016,Recherche,Essais cliniques actifs,419.0,419.0,838.0,publications
2011,Recherche,Essais cliniques industriels,257.0,257.0,514.0,essais
2012,Recherche,Essais cliniques industriels,257.0,257.0,514.0,essais
2013,Recherche,Essais cliniques industriels,257.0,257.0,514.0,essais
2014,Recherche,Essais cliniques industriels,257.0,257.0,514.0,essais
2015,Recherche,Essais cliniques industriels,257.0,257.0,514.0,essais
2016,Recherche,Essais cliniques industriels,257.0,257.0,514.0,essais
2017,Recherche,Essais cliniques industriels,257.0,257.0,514.0,essais
2011,Recherche,Essais institutionnels,134.5,134.5,269.0,essais
2012,Recherche,Essais institutionnels,134.5,134.5,269.0,essais
2013,Recherche,Essais institutionnels,134.5,134.5,269.0,essais
2014,Recherche,Essais institutionnels,134.5,134.5,269.0,essais
2015,Recherche,Essais institutionnels,134.5,134.5,269.0,essais
2016,Recherche,Essais institutionnels,134.5,134.5,269.0,essais
2017,Recherche,Essais institutionnels,134.5,134.5,269.0,essais
2011,Recherche,Groupes de recherche clinique (GRC),4.0,4.0,8.0,groupes
2012,Recherche,Groupes de recherche clinique (GRC),4.0,4.0,8.0,groupes
2013,Recherche,Groupes de recherche clinique (GRC),4.0,4.0,8.0,groupes
2014,Recherche,Groupes de recherche clinique (GRC),4.0,4.0,8.0,groupes
2015,Recherche,Groupes de recherche clinique (GRC),4.0,4.0,8.0,groupes
2016,Recherche,Groupes de recherche clinique (GRC),4.0,4.0,8.0,groupes
2017,Recherche,Groupes de recherche clinique (GRC),4.0,4.0,8.0,groupes
2011,Recherche,PHRC,40.0,40.0,80.0,phrc
2012,Recherche,PHRC,40.0,40.0,80.0,phrc
2013,Recherche,PHRC,40.0,40.0,80.0,phrc
2014,Recherche,PHRC,40.0,40.0,80.0,phrc
2015,Recherche,PHRC,40.0,40.0,80.0,phrc
2016,Recherche,PHRC,40.0,40.0,80.0,phrc
2011,Recherche,Programmes d’éducation thérapeutique,17.5,17.5,35.0,programmes
2012,Recherche,Programmes d’éducation thérapeutique,17.5,17.5,35.0,programmes
2013,Recherche,Programmes d’éducation thérapeutique,17.5,17.5,35.0,programmes
2014,Recherche,Programmes d’éducation thérapeutique,17.5,17.5,35.0,programmes
2015,Recherche,Programmes d’éducation thérapeutique,17.5,17.5,35.0,programmes
2016,Recherche,Programmes d’éducation thérapeutique,17.5,17.5,35.0,programmes
2017,Recherche,Programmes d’éducation thérapeutique,17.5,17.5,35.0,programmes
2011,Recherche,Publications catégorie A,268.5,268.5,537.0,publications
2012,Recherche,Publications catégorie A,268.5,268.5,537.0,publications
2013,Recherche,Publications catégorie A,268.5,268.5,537.0,publications
2014,Recherche,Publications catégorie A,268.5,268.5,537.0,publications
2015,Recherche,Publications catégorie A,268.5,268.5,537.0,publications
2016,Recherche,Publications catégorie A,268.5,268.5,537.0,publications
2011,Recherche,Publications scientifiques,992.5,992.5,1985.0,publications
2012,Recherche,Publications scientifiques,992.5,992.5,1985.0,publications
2013,Recherche,Publications scientifiques,992.5,992.5,1985.0,publications
2014,Recherche,Publications scientifiques,992.5,992.5,1985.0,publications
2015,Recherche,Publications scientifiques,992.5,992.5,1985.0,publications
2016,Recherche,Publications scientifiques,991.0,991.0,1982.0,publications
2017,Recherche,Publications scientifiques,991.0,991.0,1982.0,publications
2011,Recherche,Recettes recherche,815000.0,815000.0,1630000.0,€
2012,Recherche,Recettes recherche,815000.0,815000.0,1630000.0,€
2013,Recherche,Recettes recherche,815000.0,815000.0,1630000.0,€
2014,Recherche,Recettes recherche,815000.0,815000.0,1630000.0,€
2015,Recherche,Recettes recherche,815000.0,815000.0,1630000.0,€
2016,Recherche,Recettes recherche,815000.0,815000.0,1630000.0,€
2011,Recherche,Valorisation (brevets),350000.0,350000.0,700000.0,€
2012,Recherche,Valorisation (brevets),350000.0,350000.0,700000.0,€
2013,Recherche,Valorisation (brevets),350000.0,350000.0,700000.0,€
2011,Recherche,Étudiants en médecine/pharmacie/odontologie,349.5,349.5,699.0,etudiants
2012,Recherche,Étudiants en médecine/pharmacie/odontologie,349.5,349.5,699.0,etudiants
2013,Recherche,Étudiants en médecine/pharmacie/odontologie,349.5,349.5,699.0,etudiants
2014,Recherche,Étudiants en médecine/pharmacie/odontologie,349.5,349.5,699.0,etudiants
2015,Recherche,Étudiants en médecine/pharmacie/odontologie,349.5,349.5,699.0,etudiants
2016,Recherche,Étudiants en médecine/pharmacie/odontologie,349.5,349.5,699.0,etudiants
2017,Recherche,Étudiants en médecine/pharmacie/odontologie,349.5,349.5,699.0,etudiants
